bangla_token,ipa_token
হবেনই,hɔbeni
হবেনা,hɔbena
হবো,hɔbo
হব’,hɔbo’
হম্বিতম্বিতে,hɔmbit̪ombit̪e
হযরত,hɔɟorɔt̪o
হযেছে,hoɟecʰe
হরক,hɔrok
হরকাতুল,hɔrkat̪ul
হরণ,hɔron
হরতাল,hɔrot̪al
হরতাল-অবরোধে,hɔrot̪al-ɔbrod̪ʱe
হরতাল-অবরোধের,hɔrot̪al-ɔbrod̪ʱer
হরতালই,hɔrot̪ali
হরতালে,hɔrot̪ale
হরতালের,hɔrot̪aler
হরনেটস,horonetʃ
হরনের,horoner
হরমুজ,hormuɟ
হরমুড়া,hormuɽa
হরমোনগুলি,hɔrmonguli
হরমোনের,hɔrmoner
হরর,hɔror
হরহামেশাই,hɔrhameʃa͡i̯
হরাইজেন্টাল,hora͡i̯ɟental
হরাইল্যা,hora͡i̯lla
হরিকিশোন,horikiʃon
হরিগাতি,horigat̪i
হরিজন,horiɟɔn
হরিণ,horin
হরিণটি,horinti
হরিণধরা,horind̪ʱɔra
হরিণধরাসহ,horind̪ʱɔraʃɔho
হরিণসহ,horinʃɔho
হরিণাথপুর,horinat̪pur
হরিণাবাড়ী,horinabaɽi
হরিণের,horiner
হরিতকী,horit̪oki
হরিদাস,horid̪aʃ
হরিদাসকে,horid̪aʃke
হরিনচড়া,horincɔɽa
হরিনদিয়া,horind̪iʲa
হরিনা,horina
হরিনারায়ণপুর,horinaraʲonpur
হরিপদ,horipɔd̪
হরিপুর,horipur
হরিরামপুর,horirampur
হরিশ,horiʃ
হরিশংকর,horiʃɔŋkɔr
হরিশপুর,horiʃpur
হরিশপুরের,horiʃpurer
হরিশ্বর,horiʃʃɔr
হরিহরা,horihora
হরিয়ানা,horiʲana
হরিয়ানার,horiʲanar
হরেক,hɔrek
হরেকরকম,hɔrekɔrɔkom
হরেকৃষ্ণ,hɔrekriʃno
হরেন্দ্রনাথ,hɔrend̪ronat̪ʰ
হরেশ্বর,horeʃʃɔr
হর্ন,hɔrno
হর্ষ,horʃo
হর্ষবর্ধন,horʃɔbɔrd̪ʱon
হর্স,hɔrs
হল,hɔl
হল-দোকানের,hɔl-d̪okaner
হল-ফারাজ,hɔl-pʰaraɟ
হল?ক.,hɔlo?k.
হলগুলো,holgulo
হলগুলোতে,holgulot̪e
হলটনকেও,hɔltɔnke͡o̯
হলদিউরা,hold̪i͡u̯ra
হলদিউড়া,hold̪i͡u̯ɽa
হলদিয়াপালং,hold̪iʲapaloŋ
হলপাড়ায়,hɔlpaɽaʲ
হলফনামায়,hɔlpʰɔnamaʲ
হলভর্তি,hɔlbʱɔrt̪i
হলমার্ক,hɔlmarko
হলরুম,holrum
হলরুমে,holrume
হলাম,holam
হলার,hɔlar
হলি,holi
হলিউড,hɔli͡u̯d
হলিউড-ক্যালিবার,hɔli͡u̯do-kælibar
হলিউডে,hɔli͡u̯de
হলিউডের,hɔli͡u̯der
হলিক্রস,holikroʃ
হলিডে,holide
হলিদাকান্দা,holid̪akand̪a
হলিদাগাছি,holid̪agacʰi
হলিফ্যামিলি,holipʰd̪amili
হলুদ,holud̪
হলুদ-কালো,holud̪-kalo
হলুদ-সবুজ-খয়েরি,holud̪-ʃobuɟ-kʰɔʲeri
হলুদকালি,holud̪kali
হলুদক্ষেত,holud̪kkʰet̪
হলুদবনি,holud̪boni
হলুদাভ,holud̪abʱ
হলুদিয়া,holud̪iʲa
হলুদের,holud̪er
হলে,hole
হলেই,hole͡i̯
হলেও,hole͡o̯
হলেন,hɔlen
হলের,hɔler
হলো,hɔle͡a̯
হলো,holo
হলোকাস্ট,hɔlokast
হলোলেন্স,hololens
হলোসব,holoʃɔb
হল্যান্ডে,holænde
হসপিটাল,hoʃopital
হসপিটালিটি,hoʃopitaliti
হসপিটালে,hoʃopitale
হস্টন,hɔstɔn
হস্ত,hɔst̪o
হস্তক্ষেপ,hɔst̪okkʰep
হস্তক্ষেপে,hɔst̪okkʰepe
হস্তক্ষেপের,hɔst̪okkʰeper
হস্তচালিত,hɔst̪ocalit̪o
হস্তশিল্প,hɔst̪oʃilpo
হস্তাক্ষরে,hɔst̪akkʰore
হস্তান্তর,hɔst̪ant̪ɔr
হস্তান্তররামগঞ্জ,hɔst̪ant̪ɔrramgɔnɟ
হস্তান্তরে,hɔst̪ant̪ɔre
হস্তান্তরের,hɔst̪ant̪ɔrer
হস্তাস্তর,hɔst̪ast̪ɔr
হস্তে,hɔst̪e
হস্থক্ষেপে,host̪ʰokkʰepe
হা-পিত্যেশ,ha-pit̪t̪eʃ
হাঁ,hã
হাঁকচ্ছেন,hãkccʰen
হাঁকডাক,hãkdak
হাঁকান,hãkan
হাঁকানো,hãkano
হাঁকালেন,hãkalen
হাঁকিয়েছেন,hãkiʲecʰen
হাঁচি,hãci
হাঁচি-কাশির,hãci-kaʃir
হাঁটছ,hãtcʰo
হাঁটছি,hãtcʰi
হাঁটছিল,hãtcʰilo
হাঁটছে,hãtcʰe
হাঁটছেও,hãtcʰe͡o̯
হাঁটছেন,hãtcʰen
হাঁটতে,hãtt̪e
হাঁটলে,hãtle
হাঁটলেন,hãtlen
হাঁটার,hãtar
হাঁটাহাঁটির,hãtahãtir
হাঁটু,hãtu
হাঁটুজল,hãtuɟɔl
হাঁটুতে,hãtut̪e
হাঁটুন,hãtun
হাঁটুপানি,hãtupani
হাঁটুর,hãtur
হাঁপ,hãp
হাঁপানি,hãpani
হাঁপানির,hãpanir
হাঁস,hãʃ
হাঁস-মুরগি,hãʃo-murgi
হাঁস-মুরগিও,hãʃo-murgi͡o̯
হাঁস-মুরগির,hãʃo-murgir
হাঁসকুড়ি,hãʃkuɽi
হাঁসখামারি,hãʃkʰamari
হাঁসের,hãʃer
হাঁড়ি-পাতিলসহ,hãɽi-pat̪ilɔʃɔho
হাঁড়িতে,hãɽit̪e
হাঁড়িভর্তি,hãɽibʱɔrt̪i
হাই,ha͡i̯
হাই-প্রোটিন,ha͡i̯-protin
হাইএস,ha͡i̯es
হাইওয়ে,ha͡i̯oʷe
হাইওয়েতে,ha͡i̯oʲet̪e
হাইকমান্ডকে,ha͡i̯kmandke
হাইকমান্ডের,ha͡i̯kmander
হাইকমিশন,ha͡i̯komiʃon
হাইকমিশনকে,ha͡i̯komiʃonke
হাইকমিশনার,ha͡i̯komiʃonar
হাইকমিশনারকে,ha͡i̯komiʃonarke
হাইকমিশনারের,ha͡i̯komiʃonarer
হাইকমিশনে,ha͡i̯komiʃone
হাইকমিশনের,ha͡i̯komiʃoner
হাইকে,ha͡i̯ke
হাইকোর্টে,ha͡i̯ke͡a̯rte
হাইকোর্ট,ha͡i̯kort
হাইকোর্টও,ha͡i̯korto
হাইকোর্টে,ha͡i̯korte
হাইকোর্টের,ha͡i̯korter
হাইজাম্প,ha͡i̯ɟamp
হাইটেক,ha͡i̯tek
হাইড্রক্সিসিট্রেট,ha͡i̯droksisitret
হাইড্রোক্সিকাট,ha͡i̯droksikat
হাইড্রোজেন,ha͡i̯droɟen
হাইতিকে,ha͡i̯t̪ike
হাইতিতে,ha͡i̯t̪it̪e
হাইতির,ha͡i̯t̪ir
হাইদগাঁও,ha͡i̯d̪gão
হাইপটা,ha͡i̯pɔta
হাইপারট্রফিড,ha͡i̯partropʰid
হাইপ্রোফাইল,ha͡i̯propʰa͡i̯l
হাইব্রিড,ha͡i̯brid
হাইব্রিডদের,ha͡i̯bridd̪er
হাইভোল্টেজ,ha͡i̯bʱolteɟ
হাইম,ha͡i̯m
হাইমচর,ha͡i̯mcɔr
হাইলাইট,ha͡i̯la͡i̯t
হাইলাইটস,ha͡i̯la͡i̯tʃ
হাইস্কুল,ha͡i̯skul
হাইস্কুলকে,ha͡i̯skulke
হাইস্কুলে,ha͡i̯skule
হাইস্কুলের,ha͡i̯skuler
হাইহিল,ha͡i̯hil
হাইয়েন,ha͡i̯ʲen
হাইয়ের,ha͡i̯ʲer
হাউ,ha͡u̯
হাউজ,ha͡u̯ɟ
হাউজস্টাফশিপ,ha͡u̯ɟostapʰʃip
হাউজিং,ha͡u̯ɟiŋ
হাউজিংয়ের,ha͡u̯ɟiŋʲer
হাউজের,ha͡u̯ɟer
হাউপোগ্লাইসেমিক,ha͡u̯pogla͡i̯ʃemik
হাউমাউ,ha͡u̯ma͡u̯
হাউস,ha͡u̯ʃ
হাউস),ha͡u̯ʃ)
হাউসগুলো,ha͡u̯ʃgulo
হাউসগুলোতে,ha͡u̯ʃgulot̪e
হাউসগুলোর,ha͡u̯ʃgulor
হাউসে,ha͡u̯ʃe
হাউসের,ha͡u̯ʃer
হাওবম,ha͡o̯bom
হাওর,ha͡o̯r
হাওরগুলোর,ha͡o̯rgulor
হাওরপাড়ের,ha͡o̯rpaɽer
হাওরবাসীর,ha͡o̯rbaʃir
হাওরাঞ্চলে,ha͡o̯rancɔle
হাওরে,ha͡o̯re
হাওরের,ha͡o̯rer
হাওলা,ha͡o̯la
হাওলাদার,ha͡o̯lad̪ar
হাওলাদারকে,ha͡o̯lad̪arke
হাওলাদারের,ha͡o̯lad̪arer
হাওয়া,ha͡o̯ʷa
হাওয়াই,ha͡o̯ʷa͡i̯
হাওয়াছড়িয়ে,ha͡o̯ʷacʰoɽiʲe
হাওয়ার,ha͡o̯ʷar
হাওয়ার্ড,ha͡o̯ʷard
হাওয়ায়,ha͡o̯ʷaʲ
হাকসনের,hakʃoner
হাকালুকি,hakaluki
হাকিম,hakim
হাকিমকে,hakimke
হাকিমপাড়া,hakimpaɽa
হাকিমপুর,hakimpur
হাকিমের,hakimer
হাক্কানি,hakkani
হাঙরের,haŋorer
হাঙ্গর,haŋgor
হাঙ্গরের,haŋgorer
হাঙ্গার,haŋgar
হাঙ্গেরি,haŋgeri
হাঙ্গেরির,haŋgerir
হাছন,hacʰon
হাছলা,hacʰla
হাছান,hacʰan
হাছানসহ,hacʰanʃɔho
হাছানাত,hacʰanat̪
হাছানের,hacʰaner
হাছিনা,hacʰina
হাছিনাকে,hacʰinake
হাছেন,hacʰen
হাজংপাড়া,haɟɔŋpaɽa
হাজত,haɟot̪
হাজতখানায়,haɟot̪ɔkʰanaʲ
হাজতি,haɟot̪i
হাজতিকে,haɟot̪ike
হাজতির,haɟot̪ir
হাজতে,haɟot̪e
হাজরা,haɟra
হাজরাবাড়ী,haɟrabaɽi
হাজরার,haɟrar
হাজার,haɟar
হাজার-হাজার,haɟar-haɟar
হাজারই,haɟari
হাজারও,haɟaro
হাজারজনকে,haɟarɟɔnke
হাজারতম,haɟart̪ɔmo
হাজারসিরিয়ার,haɟarosiriʲar
হাজারি,haɟari
হাজারী,haɟari
হাজারীকে,haɟarike
হাজারীগঞ্জ,haɟarigɔnɟ
হাজারীবাগ,haɟaribag
হাজারীবাগে,haɟaribage
হাজারীবাগের,haɟaribager
হাজারীর,haɟarir
হাজারীহাটে,haɟarihate
হাজারে,haɟare
হাজারের,haɟarer
হাজারেরও,haɟarero
হাজারো,haɟaro
হাজিদ,haɟid̪
হাজিনগরে,haɟingore
হাজিবাড়ি,haɟibaɽi
হাজির,haɟir
হাজিরবাগ,haɟirbag
হাজিরহাট,haɟirhat
হাজিরা,haɟira
হাজিরার,haɟirar
হাজিরের,haɟirer
হাজিরেরর,haɟirerɔr
হাজী,haɟi
হাজীগঞ্জ,haɟigɔnɟ
হাজীদের,haɟid̪er
হাজীনগর,haɟingor
হাজীপাড়া,haɟipaɽa
হাজীবাড়ির,haɟibaɽir
হাজীর,haɟir
হাজীরা,haɟira
হাজেরা,haɟera
হাজেরাকে,haɟerake
হাট,hat
হাট-বাজারে,hat-baɟare
হাটখোলা,hatkʰola
হাটগুলো,hatgulo
হাটগুলোতে,hatgulot̪e
হাটতে,hatt̪e
হাটন,haton
হাটবাজার,hatbaɟar
হাটবাজারগুলোতে,hatbaɟargulot̪e
হাটবাজারসহ,hatbaɟarʃɔho
হাটবাজারে,hatbaɟare
হাটবারে,hatbare
হাটশিরা,hatʃira
হাটশেরপুর,hatʃerpur
হাটহাজারী,hathaɟari
হাটহাজারীতে,hathaɟarit̪e
হাটহাজারীসহ,hathaɟariʃɔho
হাটাব,hatab
হাটিকুমরুল,hatikumrul
হাটিকুমরুল-বনপাড়া,hatikumrul-bɔnpaɽa
হাটির,hatir
হাটু,hatu
হাটুরেদের,hatured̪er
হাটে,hate
হাটে-বাজারে,hate-baɟare
হাটের,hater
হাডসনের,hadʃɔner
হাডার্সফিল্ড,hadarspʰild
হাডুডু,hadudu
হাডুডুটাঙ্গাইলের,hadudutaŋga͡i̯ler
হাডুডুর,hadudur
হাড্ডাহাড্ডি,haddahaddi
হাত,hat̪
হাত-পা,hat̪-pa
হাত-পাসহ,hat̪-paʃɔho
হাত-মুখ,hat̪-mukʰ
হাতকে,hat̪ke
হাতকড়া,hat̪kɔɽa
হাতকড়াসহ,hat̪kɔɽaʃɔho
হাতঘড়ি,hat̪gʱoɽi
হাতছানি,hat̪cʰani
হাতছাড়া,hat̪cʰaɽa
হাতছোঁয়া,hat̪cʰe͡ã̯ʲa
হাতটা,hat̪ta
হাততালি,hat̪t̪ali
হাতবদলে,hat̪bod̪ɔle
হাতবোমা,hat̪boma
হাতবোমার,hat̪bomar
হাতব্যাগের,hat̪bæger
হাতানো,hat̪ano
হাতার,hat̪ar
হাতাহাতি,hat̪ahat̪i
হাতাহাতিও,hat̪ahat̪i͡o̯
হাতাহাতিতে,hat̪ahat̪it̪e
হাতাহাতির,hat̪ahat̪ir
হাতি,hat̪i
হাতিই,hat̪i͡i̯
হাতিকে,hat̪ike
হাতিগুলোকে,hat̪iguloke
হাতিটি,hat̪iti
হাতিটিকে,hat̪itike
হাতিটির,hat̪itir
হাতিবান্ধা-আখিরা,hat̪iband̪ʱa-akʰira
হাতির,hat̪ir
হাতিরঝিলে,hat̪iroɟʱile
হাতিরঝিলের,hat̪iroɟʱiler
হাতিরপুল,hat̪irpul
হাতিলেইট,hat̪ile͡i̯t
হাতিসহ,hat̪iʃɔho
হাতিয়া,hat̪iʲa
হাতিয়াব,hat̪iʲab
হাতিয়ার,hat̪iʲar
হাতিয়ারের,hat̪iʲarer
হাতিয়ায়,hat̪iʲaʲ
হাতিয়ে,hat̪iʲe
হাতী,hat̪i
হাতীবান্ধা,hat̪iband̪ʱa
হাতীবান্ধার,hat̪iband̪ʱar
হাতীবান্ধায়,hat̪iband̪ʱaʲ
হাতুড়ি,hat̪uɽi
হাতুড়িপেটা,hat̪uɽipeta
হাতুড়ে,hat̪uɽe
হাতে,hat̪e
হাতে-কলমে,hat̪e-klomk
হাতে-পায়ে,hat̪e-paʲe
হাতেই,hat̪e͡i̯
হাতেও,hat̪e͡o̯
হাতেকলমে,hat̪eklomk
হাতেখড়ি,hat̪ekʰoɽi
হাতেগোনা,hat̪egona
হাতেগড়া,hat̪egɔɽa
হাতেচাঁদ,hat̪ecãd̪
হাতেনাতে,hat̪enat̪e
হাতেম,hat̪em
হাতের,hat̪er
হাতড়ে,hat̪ɽe
হাথুরু,hat̪ʰuru
হাথুরুসিংহে,hat̪ʰuruʃiŋhe
হাথুরুসিংহেও,hat̪ʰuruʃiŋhe͡o̯
হাথুরুসিংহের,hat̪ʰuruʃiŋher
হাদফি,had̪opʰi
হাদল,had̪l
হাদাস,had̪aʃ
হাদি,had̪i
হাদিউল,had̪i͡u̯l
হাদির,had̪ir
হাদিস,had̪is
হাদিসে,had̪iʃe
হাদিসের,had̪iser
হাদী,had̪i
হানতে,hant̪e
হানবে,hanbe
হানা,hana
হানাদার,hanad̪ar
হানান,hanan
হানার,hanar
হানাহানিতে,hanahanit̪e
হানি,hani
হানিপ্রীতের,haniprit̪er
হানিফ,hanipʰ
হানিফকে,hanipʰke
হানিফা,hanipʰa
হানিফের,hanipʰer
হানিমুন,hanimun
হানিরা,hanira
হানে,hane
হানেন,hanen
হান্ট,hant
হান্টেলার,hantelar
হান্ড্রেড,handred
হান্নান,hannan
হান্নানও,hannano
হান্নানকে,hannanke
হান্নানসহ,hannanʃɔho
হান্নানের,hannaner
হাপসপাতালে,hapoʃɔpat̪ale
হাপানিয়া,hapaniʲa
হাপিত্যেশ,hapit̪t̪eʃ
হাফ,hapʰ
হাফসা,hapʰʃa
হাফসানা,hapʰʃana
হাফিংটন,hapʰiŋton
হাফিজ,hapʰiɟ
হাফিজউদ্দীন,hapʰiɟud̪d̪in
হাফিজকে,hapʰiɟke
হাফিজপুর,hapʰiɟpur
হাফিজা,hapʰiɟa
হাফিজাকে,hapʰiɟake
হাফিজুর,hapʰiɟur
হাফিজুল,hapʰiɟul
হাফিজুলকে,hapʰiɟulke
হাফিজের,hapʰiɟer
হাফেজ,hapʰeɟ
হাফেজিয়া,hapʰeɟiʲa
হাব,hab
হাবলির,hablir
হাবসা,habʃa
হাবিব,habib
হাবিব-উন-নবী,habibɔ-uno-nbi
হাবিবউল্লাহ,habibullah
হাবিবকে,habibɔke
হাবিবপুর,habibpur
হাবিবা,habiba
হাবিবাকে,habibake
হাবিবুর,habibur
হাবিবুরের,habiburer
হাবিবুল,habibul
হাবিবুলকে,habibulke
হাবিবুলের,habibuler
হাবিবুল্লাহ,habibullah
হাবিবুল্লাহ(২২),habibullah(22)
হাবিবুল্লাহ২২,habibullah22
হাবিবের,habiber
হাবিল,habil
হাবিলদার,habild̪ar
হাবিসপুর,habiʃpur
হাবিুবল,habi͡u̯bɔl
হাবীব,habib
হাবীবাহ,habibaho
হাবীবুল্লাহ,habibullah
হাবীবের,habiber
হাবু,habu
হাবুডুবু,habudubu
হাবুল,habul
হাবের,haber
হাবেল,habel
হাব্বান,habban
হাব্রে,habre
হাবড়া,habɽa
হাবড়াবাজারের,habɽabaɟarer
হাভানায়,habʱanaʲ
হাভিয়ের,habʱiʲer
হাম,ham
হামজা,hamɟa
হামজাপুর,hamɟapur
হামজার,hamɟar
হামজাল(২৪),hamɟal(24)
হামজাল২৪,hamɟal24
হামদ-নাত,hamd̪o-nat̪
হামদা,hamd̪a
হামদু,hamd̪u
হামবুর্গ,hamburgo
হামলা,hamla
হামলা),hamla)
হামলা-নির্যাতন,hamla-nirɟat̪on
হামলা-পরবর্তী,hamla-pɔrbɔrt̪i
হামলা-ভাংচুর,hamla-bʱaŋcur
হামলা-ভাংচুরের,hamla-bʱaŋcurer
হামলা-সন্ত্রাস,hamla-ʃɔnt̪raʃ
হামলাকারী,hamlakari
হামলাকারীকে,hamlakarike
হামলাকারীদের,hamlakarid̪er
হামলাকারীর,hamlakarir
হামলাকারীরা,hamlakarira
হামলাগুলোও,hamlagulo͡o̯
হামলাগুলোর,hamlagulor
হামলাটি,hamlati
হামলার,hamlar
হামলারশিকার,hamlarʃikar
হামলাসহ,hamlaʃɔho
হামলায়,hamlaʲ
হামলায়ই,hamlaʲi
হামলায়ও,hamlaʲo
হামলা’।,hamla’।
হামলে,hamle
হামারে,hamare
হামাস,hamaʃ
হামাস-কেও,hamaʃ-ke͡o̯
হামাসের,hamaʃer
হামিদ,hamid̪
হামিদকে,hamid̪ke
হামিদকেকে,hamid̪keke
হামিদা,hamid̪a
হামিদার,hamid̪ar
হামিদি,hamid̪i
হামিদুর,hamid̪ur
হামিদুল,hamid̪ul
হামিদুল্লাহ,hamid̪ullah
হামিদের,hamid̪er
হামিদেরও,hamid̪ero
হামিরকুৎসা,hamirkut̪ʃa
হামীম,hamim
হামীমসহ,hamimɔʃɔho
হামে,hame
হামেদ,hamed̪
হামেরদী,hamerd̪i
হাম্মাম,hammam
হাম্মামখানার,hammamkʰanar
হার,har
হার),har)
হারই,hari
হারও,haro
হারওয়ানসহ,haroʷanʃɔho
হারওয়ার্ড,haroʷard
হারকে,harke
হারজিতের,harɟit̪er
হারতা,hart̪a
হারতে,hart̪e
হারতেই,hart̪e͡i̯
হারন-অর-রশিদ,harn-ɔrɔ-rɔʃid̪
হারনুর,harnur
হারপ্রীত,harprit̪o
হারবাল,harbal
হারবালে,harbale
হারবাড়িয়া,harbaɽiʲa
হারবির,harbir
হারমান,harman
হারল,harlo
হারলেও,harle͡o̯
হারা,hara
হারাগাছ,haragacʰ
হারাগাছবাসী,haragacʰbaʃi
হারাচ্ছে,haraccʰe
হারাচ্ছেন,haraccʰen
হারাতে,harat̪e
হারাতেই,harat̪e͡i̯
হারাতেন,harat̪en
হারাধন,harad̪ʱon
হারান,haran
হারানো,harano
হারানোর,haranor
হারানোয়,haranoʲ
হারাব,harabo
হারাবে,harabe
হারাবেন,haraben
হারাম,haram
হারামের,haramer
হারার,harar
হারারে,harare
হারারেতে,hararet̪e
হারাল,haral
হারালে,harale
হারালেও,harale͡o̯
হারালেন,haralen
হারায়,haraʲ
হারায়ফিজি,haraʲpʰiɟi
হারি,hari
হারিকেন,hariken
হারিছ,haricʰo
হারিছের,haricʰer
হারিরি,hariri
হারিরির,haririr
হারিয়াখালী,hariʲakʰali
হারিয়ে,hariʲe
হারিয়েছি,hariʲecʰi
হারিয়েছিল,hariʲecʰilo
হারিয়েছিলাম,hariʲecʰilam
হারিয়েছে,hariʲecʰe
হারিয়েছেন,hariʲecʰen
হারিয়েমিয়ামি,hariʲemiʲami
হারুণ,harun
হারুন,harun
হারুন-অর-রশিদ,harun-ɔrɔ-rɔʃid̪
হারুন-অর-রশীদ,harun-ɔrɔ-rʃid̪
হারুন-অর-রশীদের,harun-ɔrɔ-rʃid̪er
হারুন-অল-রশিদের,harun-ɔlo-rɔʃid̪er
হারুন-আর-রশীদ,harun-arɔ-rɔʃid̪
হারুনকে,harunke
হারুনর,harunɔr
হারুনুর,harunur
হারুনের,haruner
হারুয়ালছড়িতে,haruʷalcʰoɽit̪e
হারে,hare
হারেছ,harecʰo
হারেজ,hareɟ
হারেনি,hareni
হারের,harer
হারেসুল,haresul
হার্ট,hart
হার্টস্ক্যান,hartoʃkan
হার্টের,harter
হার্ড,hard
হার্ড-রক,hardo-rɔk
হার্ডওয়্যার,hardoʷær
হার্ডওয়্যারও,hardoʷæro
হার্ডওয়্যারগুলো,hardoʷargulo
হার্ডডিক্সখ.,harddikʃɔkʰ.
হার্ডডিস্ক,harddisko
হার্ডবিট,hardbit
হার্ডবোর্ড,hardbord
হার্ডলসে,hardolse
হার্থস্টোন,hart̪ʰoston
হার্থা,hart̪ʰa
হার্দিক,hard̪ik
হার্নান্দেজের,harnand̪eɟer
হার্ভাড,harbʱad
হার্ভার্ড,harbʱard
হার্ভিকে,harbʱike
হার্ভির,harbʱir
হার্ভে,harbʱe
হার্লের,harler
হার্শ,harʃo
হার্শা,harʃa
হাল,hal
হালও,halo
হালকা,halka
হালকাভাবে,halkabʱabe
হালদা,hald̪a
হালদাপাড়ের,hald̪apaɽer
হালদার,hald̪ar
হালদারকান্দি,hald̪arkand̪i
হালদারকে,hald̪arke
হালদারের,hald̪arer
হালনাগাদ,halnagad̪
হালনাগাদে,halnagad̪e
হালনাগাদের,halnagad̪er
হালপার,halpar
হালফ্যাশনের,halpʰd̪ʱaʃoner
হালসা,halʃa
হালাদার,halad̪ar
হালাল,halal
হালিম,halim
হালিম-লিয়াকত,halimɔ-liʲakɔt̪o
হালিমকে,halimke
হালিমন,halimɔn
হালিমা,halima
হালিমাকে,halimake
হালিমার,halimar
হালিমুল,halimul
হালিমের,halimer
হালিলোভিচ,halilobʱic
হালিশহর,haliʃɔhor
হালুম,halum
হালুয়া,haluʷa
হালুয়াঘাট,haluʷagʱat
হালে,hale
হালেপ,halep
হাল্কা,halka
হাশমির,haʃmir
হাশিম,haʃim
হাশিমপুর,haʃimpur
হাশেম,haʃem
হাশেমিয়া,haʃemiʲa
হাশেমের,haʃemer
হাসছেন,haʃcʰen
হাসত,haʃt̪o
হাসতে,haʃt̪e
হাসন,haʃon
হাসনা,haʃona
হাসনাইন,haʃna͡i̯n
হাসনাইনের,haʃna͡i̯ner
হাসনাত,haʃnat̪
হাসনাতের,haʃnat̪er
হাসনাবাদ,haʃnabad̪
হাসনাসেনা,haʃonaʃena
হাসনি,haʃni
হাসপতালে,haʃpɔt̪ale
হাসপতালের,haʃpɔt̪aler
হাসপাতলে,haʃpat̪le
হাসপাতলের,haʃpat̪ler
হাসপাতাল,haʃpat̪al
হাসপাতাল),haʃpat̪al)
হাসপাতালকে,haʃpat̪alke
হাসপাতালগুলোতে,haʃpat̪algulot̪e
হাসপাতালগুলোর,haʃpat̪algulor
হাসপাতালটি,haʃpat̪alti
হাসপাতালটিকে,haʃpat̪altike
হাসপাতালটিতে,haʃpat̪altit̪e
হাসপাতালটির,haʃpat̪altir
হাসপাতালডায়াগনস্টিক,haʃpat̪aldaʲagɔnstik
হাসপাতালতেজগাঁও,haʃpat̪alɔt̪eɟgão
হাসপাতালসহ,haʃpat̪alʃɔh
হাসপাতালে,haʃpat̪ale
হাসপাতালেই,haʃpat̪ale͡i̯
হাসপাতালেও,haʃpat̪ale͡o̯
হাসপাতালেমুলাদী,haʃpat̪alemulad̪i
হাসপাতালের,haʃpat̪aler
হাসপাতালেরই,haʃpat̪aleri
হাসপাতেল,haʃpat̪el
হাসপাতেলে,haʃpat̪ele
হাসপালে,haʃpale
হাসমত,haʃmɔt̪
হাসমতের,haʃmot̪er
হাসল,haʃol
হাসাইল,haʃa͡i̯l
হাসাতপালের,haʃat̪paler
হাসান,hasan
হাসানকে,haʃanke
হাসানরা,haʃanra
হাসানসহ,haʃanʃɔho
হাসানাত,hasanat̪
হাসানুজ্জামান,hasanuɟɟaman
হাসানুল,hasanul
হাসানের,hasaner
হাসাপাতালে,haʃapat̪ale
হাসাড়া,haʃaɽa
হাসি,haʃi
হাসি-আনন্দ,haʃi-annd̪o
হাসি-কান্না,haʃi-kanna
হাসি-তামাশার,haʃi-t̪amaʃar
হাসিকে,haʃike
হাসিখুশি,haʃikʰuʃi
হাসিতে,haʃit̪e
হাসিন,hasin
হাসিনা,haʃina
হাসিনাও,haʃina͡o̯
হাসিনাকে,haʃinake
হাসিনাবাড়ির,haʃinabaɽir
হাসিনার,haʃinar
হাসিনাসহ,haʃinaʃɔho
হাসিব,haʃib
হাসিবুর,haʃibur
হাসিবুল,haʃibul
হাসিম,haʃim
হাসিমুখে,haʃimukʰe
হাসিমুখের,haʃimukʰer
হাসির,haʃir
হাসিল,haʃil
হাসিলেই,haʃile͡i̯
হাসিলের,haʃiler
হাসু,haʃu
হাসুয়া,haʃuʲa
হাসে,haʃe
হাসেন,hasen
হাসেম,haʃem
হাসেমের,haʃemer
হাসের,haʃer
হাস্যকর,haʃʃokɔr
হাস্যরস,haʃsrɔʃ
হাস্যরসাত্মক,haʃʃorʃat̪t̪ok
হাস্যরসের,haʃʃorʃer
হাস্যাস্পদ,haʃʃaspɔd̪
হাস্যোজ্জ্বল,haʃsoɟɟɔl
"হাহা,এখন","haha,kkʰon"
হাহাএখন,hahakkʰon
হাহাকার,hahakar
হাড়,haɽ
হাড়ও,haɽo
হাড়ভাঙা,haɽbʱaŋa
হাড়িডাঙ্গা,haɽidaŋga
হাড়িয়া,haɽiʲa
হাড়িয়ারকুঠি,haɽiʲarkutʰi
হাড়ের,haɽer
হাড়েরও,haɽero
হায়,haʲ
হায়দরাবাদ,haʲd̪ɔrabad̪
হায়দরাবাদকে,haʲd̪ɔrabad̪ke
হায়দরাবাদীকে,haʲd̪ɔrabad̪ike
হায়দরাবাদে,haʲd̪ɔrabad̪e
হায়দরাবাদের,haʲd̪ɔrabad̪er
হায়দার,haʲd̪ar
হায়দারকে,haʲd̪arke
হায়দারাবাদে,haʲd̪arabad̪e
হায়দারি,haʲd̪ari
হায়দারের,haʲd̪arer
হায়দ্রাবাদ,haʲod̪rabad̪
হায়দ্রাবাদসহ,haʲod̪rabad̪ʃɔho
হায়াত,haʲat̪
হায়াতাবাদের,haʲat̪abad̪er
হায়ার,haʲar
হায়াৎ,haʲat̪
