bangla_token,ipa_token
আদেশক্রমে,ad̪eʃɔkrome
বিএনপি-জামায়াতকে,bi͡e̯npi-ɟamaʲat̪ke
মনোক্ষুণ,monokkʰun
বীরপ্রতীক,birprot̪ik
ক্যাট,kæt
রশিয়া,rɔʃiʲa
শুকনাপাড়ার,ʃuknapaɽar
"মামুন,","mamun,"
চারঘাট,cargʱat
ইউসুফপুর,i͡u̯supʰpur
নাইমুদ্দিনের,na͡i̯mud̪d̪iner
টানগর,tangɔr
রাজন।,raɟon।
(গোয়েন্দাদের),(goʲend̪ad̪er)
সহজ।,ʃɔhoɟ।
জলসায়,ɟɔlʃaʲ
রংটা,rɔŋta
টুং,tuŋ
মুগুরুজা,muguruɟa
দিবান্তি,d̪ibant̪i
লিখছিল,likʰcʰilo
"সিরাজগঞ্জ,","ʃiraɟgɔnɟ,"
"টাঙ্গাইল,","taŋga͡i̯l,"
গাঁথনি,gãt̪ʰoni
মাস্টার্সে,mastarse
পূর্বপরিচিত,purboporicit̪o
পরিবশেনায়,poribʃenaʲ
প্রধানমন্ত্রীই,prod̪ʱanmont̪ri͡i̯
গনেশ,gɔneʃ
ম্যাসেঞ্জারের,mæʃenɟarer
ইনবক্সের,inbokser
কাশেমকে,kaʃemke
ভাবলেন,bʱablen
দুসন্তানের,d̪uʃɔnt̪aner
চুং,cuŋ
সন্ত্রাসদমনের,ʃɔnt̪raʃd̪ʃɔner
ফুল-ফলের,pʰul-pʰɔler
ভাতারও,bʱat̪aro
দুঘণ্টারও,d̪ugʱɔntaro
এভোরা,ebʱora
মুদ্রানীতি,mud̪ranit̪i
মোটরসাইকেলকে,motorsa͡i̯kelke
আদেশপ্রাপ্ত,ad̪eʃprapt̪o
ল্যানোস্টেন,lænosten
ওরিয়েন্টি,oriʲenti
অ্যাকাউন্ট্যান্ট,æka͡u̯ntant
নলেজ,nɔleɟ
মুকোনোরি,mukonori
বেতন-ভাতাদি,bæt̪ɔn-bʱat̪ad̪i
বেকারের,bækarer
রোঙ্গাকাঠী,roŋgakatʰi
খুঁজছিল।,kʰũɟcʰilo।
স্বাস্থ্যমন্ত্রীর,ʃast̪ʰomɔnt̪rir
টিউটোরিয়ালে,ti͡u̯toriʲale
পুষবে,puʃbe
গ্রহণ-প্রদান,grohon-prod̪an
রতনপুরস্থ,rɔt̪onpurost̪ʰo
এমবিবিএস,emobibi͡e̯s
বিডিএস,bidi͡e̯s
মুর্শিদার,murʃid̪ar
রুখতে,rukʰt̪e
বাড়িওয়ালাকে,baɽi͡o̯ʷalake
কুনুই,kunu͡i̯
"শৈবাল,","ʃo͡i̯bal,"
সম্পদসহ,ʃɔmpɔd̪ʃɔho
চুরমার,curmar
ক্যান,kæn
জিজ্ঞাসবাদ,ɟiggaʃbad̪
সেনাও,ʃena͡o̯
কতুয়াবাড়ী,kot̪uʷabaɽi
বায়েছ,baʲecʰo
কাশ্মীরি,kasmiri
কর্মকর্তা-কর্মচারীসহ,kɔrmokɔrt̪a-kɔrmocariʃɔho
নওশা,noʃa
ছোলা,cʰola
অমোঘ,ɔmogʱ
ঔষুধ,o͡u̯ʃud̪ʱ
স্লোগানকে,sloganke
জনস্বার্থের,ɟɔnoʃart̪ʰer
সদকা,ʃɔd̪oka
দুর্নীতিগ্রস্ত,d̪urnit̪igrost̪o
দায়িত্বেই,d̪aʲit̪t̪e͡i̯
সাজাও,ʃaɟa͡o̯
মোবারকগঞ্জ,mobarkgɔnɟ
পাঠিয়েছি,patʰiʲecʰi
ভাণ্ডাররক্ষক,bʱandarorokkʰok
রহস্যময়,rɔhoʃʃomɔʲ
৫৩৭,537
কোলেস্টেরল,kolesterl
ডিম্বাকার,dimbakar
দু’স্ট্রোক,d̪u’ʃtrok
বরুড়াবাসী,boruɽabaʃi
পিএসআইয়ে,pi͡e̯sa͡i̯ʲe
সমজিৎ,ʃɔmoɟit̪
ডাব,dabo
নির্জা,nirɟa
ফ্যাসিস্টবিরোধী,pʰæʃistobirod̪ʱi
ছাড়বেন,cʰaɽben
অক্সফোর্ড,ɔkspʰord
আখলাকুল,akʰlakul
আম্বানি,ambani
অনুশাসনের,onuʃaʃoner
খামের,kʰamer
চসিক,coʃik
ঊঘ-০২০১১৬,ugʱo-020116
ওয়াহেদী,oʷahed̪i
বিধিনিষেধ।,bid̪ʱiniʃed̪ʱ।
লোটাস,lotaʃ
(৪৪),(44)
(৩৯*)।,(39*)।
ব্যাকপ্যাকও,bækɔppako
চিৎকার-হৈচৈ,cit̪kar-ho͡i̯co͡i̯
তরীতেপাড়ি,t̪orit̪epaɽi
অত্যাচারী,ot̪t̪acari
কবিতায়,kobit̪aʲ
দুরূহ,d̪uruho
স্টেইন,ste͡i̯n
মেনেও,mene͡o̯
বর্ণবাদীরা,bɔrnobad̪ira
পারিবারের,paribarer
শাবনূর,ʃabonur
আরবেই,a͡i̯be͡i̯
সুজাদ,ʃuɟad̪
গ্যাছে,gæcʰe
সম্ভ্রান্ত,ʃɔmbʱrant̪o
জেবুননেছা,ɟebunnecʰa
পূর্জা-অর্চনা,purɟa-ɔrcona
রক্তচাপে,rɔkt̪ocape
ঝরনাগুলো,ɟʱɔrnagulo
উয়েফার,uʲepʰar
অংশীদারি,ɔŋʃid̪ari
দুব্যক্তি,d̪ubekt̪i
পাঠিয়েছিলাম,patʰiʲecʰilam
চুকুরের,cukurer
ওথ,ot̪ʰ
সুরঞ্জিত,ʃuronɟit̪o
মসৃণভাবে,mɔsrinobʱabe
ষাটনল,ʃatonɔl
বিটার,bitar
তানভীরের।,t̪anbʱirer।
বাংলাহিলি,baŋlahili
বিকিনিতে,bikinit̪e
প্রক্রিয়াটা,prokriʲata
কলেজও,kɔleɟo
বিপক্ষেই,bipɔkkʰe͡i̯
বিশৃংখলাপূর্ণ,biʃriŋkʰɔlapurno
বুন্দেসলিগার,bund̪esligar
কুপি,kupi
সতীর্থের,ʃot̪irt̪ʰer
স্তূপ,st̪up
সুবর্ণজয়ন্তীতে,ʃubɔrnoɟɔʲont̪it̪e
দুহাতে,d̪uhat̪e
যোগদানে,ɟogd̪ane
কুলকাঠি,kulkatʰi
অ্যাভারেজ,æbʱareɟ
খবর-গজারিয়া,kʰɔbor-gɟariʲa
এসেন,eʃen
নিমজ্জিতরা,nimɔɟɟit̪ɔra
চিলতে,cilt̪e
লাবণি,laboni
বড়াল,bɔɽal
ভিক্ষুকদের,bʱikkʰukd̪er
আদিলা,ad̪ila
ছাড়েননি,cʰaɽenni
ফটোগ্রাফার,pʰotograpʰar
সিলভা,siŋbʱa
সুকোই-৩০এমকেআইএস,ʃuko͡i̯-30ʲomke͡a̯͡i̯es
বেড়াবে,beɽabe
জমি।,ɟomi।
২৫-২৬,25-26
একবারে,ækbare
অ্যাপার্টমেন্ট,æpartoment
মেরিগাছা,merigacʰa
উল্টোভাবে,ultobʱabe
হাদিসে,had̪iʃe
‘সবচেয়ে,‘ʃɔbceʲe
দুর্নীতিগ্রস্ত’,d̪urnit̪igrost̪o’
১৩তম,13t̪ɔmo
ওঠানামার,otʰanamar
ভেরিফিকেশন,bʱeripʰikeʃon
মাঠে-ঘাটে-হোটেলে-বিমানবন্দরে,matʰe-gʱate-hotele-bimanbɔnd̪ɔre
২১৮,218
পরিষেবা,poriʃeba
নিউক্লিয়ার,ni͡u̯kliʲar
মিছিল-সমাবেশকে,micʰilo-ʃɔmabeʃke
জাতীয়তার,ɟat̪iʲot̪ar
৩৫৮৪১,35841
বিদ্রোহীরা।,bid̪rohira।
টানেল,tanel
দুজায়গার,d̪uɟaʲgar
কমিউনিকেশন্স,kɔmi͡u̯nikeʃons
কনস্ট্রাকশন,kɔnoʃtrakʃon
(সিসিসিসি)।,(ʃiʃiʃiʃi)।
উচ্চসুদের,uccoʃud̪er
তারাকে,t̪arake
জায়গা-জমি,ɟaʲga-ɟomi
খুলি,kʰuli
নামপ্রকাশ,namprokaʃ
৬০৫১,6051
৫৩তম,53t̪ɔmo
ড্রবাংলাদেশ,drobaŋlad̪eʃ
সম্পাদকরা,ʃɔmpad̪okra
দিগিদিক,d̪igid̪ik
ভেরিফিকশন,bʱeripʰikʃon
ভুকশিমইল,bʱukʃimil
বেলাগাঁও,belagão
মেটায়,metaʲ
নিষ্ঠা,niʃtʰa
গড়াতে,gɔɽat̪e
বিভিন্নজনের,bibʱinnɟɔner
পরশুরাম,porʃuram
বিজ্ঞপ্তিটি,biggopt̪iti
দোকাপাট,d̪okapat
মায়াবিনী,maʲabini
পিটিয়েছেন,pitiʲecʰen
ইন্ডাস্ট্রিজে,indastriɟe
রিদম,rid̪ɔm
এক্সপ্রেসের,ekspreser
প্যাগাসাস,pægaʃaʃ
অ্যামপাতুয়ান,æmpat̪uʲan
গ্রেফতারসহ,grepʰt̪arʃɔho
কম্পাউন্ড,kɔmpa͡u̯nd
৪৮৬,486
রেয়াতের,reʲat̪er
ডাগআউটে,daga͡u̯te
পর্যন্তও,porɟont̪o͡o̯
জাগায়,ɟagaʲ
নিয়মিতভাবে,niʲomit̪obʱabe
গ্রুপ-৪,grup-4
সরুফা,ʃorupʰa
"দিনাজপুর,","d̪inaɟpur,"
রহমানকেও,rɔhɔmanke͡o̯
জেলা।,ɟela।
সাদা-কালো,ʃad̪a-kalo
চৌকিতে,co͡u̯kit̪e
সম্প্র্রচার,ʃɔmprorocar
স্বর্ণখনির,ʃɔrnokʰonir
নিকোলো,nikolo
ফিতে,pʰit̪e
গোয়ালন্দে,goʷalɔnd̪e
স্বাস্থ্যে,ʃast̪ʰe
কাভাজোভিচ,kabʱaɟobʱic
বৈলতলী,bo͡i̯lot̪oli
মাকসুদ,makʃud̪
রিটকারীর,ritkarir
টিসিবি,tiʃibi
উদ্ভাবন,ud̪bʱabon
উগ্রবাদ,ugrobad̪
যক্ষের,ɟɔkʰer
ঊর্মিলা,urmila
পদযাত্রা,pɔd̪oɟat̪ra
মিজানুরকে,miɟanurke
বলতেন,bolt̪en
প্রাণীদের,pranid̪er
ধর্ষণকে,d̪ʱɔrʃonke
ফিজি,pʰiɟi
যোদ্ধাকে,ɟod̪d̪ʱake
কড়াকড়ির,kɔɽakoɽir
গরু-মহিষের,goru-mohiʃer
মারিতজা,marit̪ɔɟa
প্লানার্স,planars
জাতিরাষ্ট্রের,ɟat̪iraʃtrer
কেকের,keker
লরি,lori
মেডেন,meden
হামিদুল্লাহ,hamid̪ullah
"দরিয়ানগর,","d̪oriʲangor,"
সোনাদিয়া,ʃonad̪iʲa
সেন্টমার্টিনে,sentmartine
দুর্ঘটনাস্থলে,d̪urgʱɔtonast̪ʰɔle
কলকাকলি,kolkakoli
তৃপ্তি,t̪ript̪i
ফিরছেন।,pʰircʰen।
সেমিনারটিকে,ʃeminartike
হাটহাজারীসহ,hathaɟariʃɔho
ওষুধটির,oʃud̪ʱtir
লাগানোটাই,laganota͡i̯
উর্মিলা,urmila
মধ্যচাঁদকাঠির,mod̪d̪ʱocãd̪katʰir
তাৎপর্য’,t̪at̪pɔrɟo’
উপাধ্যক্ষ,upadd̪ʱokkʰo
গোড়ালি,goʷali
পিসফুল,pispʰul
পোয়াবারো,poʷabaro
অ্যাডভান্স,ædbʱanʃo
পিডিবি,pidibi
খালিক,kʰalik
৫১২,512
যপবিস-২,ɟɔpobiʃ-2
গোলাকৃতি,golakrit̪i
ইন্টারনাল,intarnal
আমপাতা,ampat̪a
রিপোর্টেও,riporte͡o̯
মগজ,mɔgoɟ
থাকুন,t̪ʰakun
এলার্জেনের,elarɟener
ছোটগল্পই,cʰotogɔlpo͡i̯
সর্বকনিষ্ঠ।,ʃɔrbokoniʃtʰo।
সবিস্তারে,ʃɔbist̪are
তামান্না।,t̪amanna।
আমেরিকানরা,amerikanra
গোনে,gone
সম্ভাবনাযুক্ত,ʃɔmbʱabonaɟukt̪o
ইনফেন্ট্রি,inpʰentri
মনোপুত,monoput̪
জনজীবনকে,ɟɔnoɟibɔnke
বচ্চানি,bɔccani
রি-সাইকেল,ri-sa͡i̯kel
গজারিয়ায়,gɔɟariʲaʲ
টুকু,tuku
অল্পদিনের,ɔlpod̪iner
ক্ষেপণ,kʰepon
পূজামণ্ডপ,puɟamɔndop
ট্রাভেলস,trabʱelʃ
অযাচিত,ɔɟacit̪o
রিডার-ম্যাসেঞ্জারের,ridar-mæʃenɟarer
বন্দরকে,bond̪ɔrke
সাদাফ,ʃad̪apʰ
ধরনেরবোলার,d̪ʱɔronerbolar
সফটওয়্যারের,ʃɔpʰɔtolɟarer
ওইদিনও,o͡i̯d̪ino
কামিন্সকে,kaminske
দলিলাদি,d̪olilad̪i
সীমাবদ্ধতা,ʃimabɔd̪d̪ʱot̪a
সুরুর,ʃurur
গাজীপ–রে,gaɟipɔ–re
বিটিআরসির,biti͡a̯rɔsir
শম্পার,ʃɔmpar
রুমানিয়ার,rumaniʲar
পণ্ডিতদের,pondit̪ɔd̪er
রাকিবা,rakiba
জাকিরকে,ɟakirke
ববির,bobir
চরতিল্লী,cɔrot̪illi
হ্যাপির,hæpir
সানায়,ʃanaʲ
সীমাবদ্ধাকারে,ʃimabɔd̪d̪ʱakare
সংশোধনাগারে,ʃɔŋʃod̪ʱonagare
বেড়াডাঙ্গা,beɽadaŋga
সেনাবাহিনীতে,ʃenabahinit̪e
আশাকে,aʃake
নারুলা,narula
পৈরতলায়,po͡i̯rot̪ɔlaʲ
গলিপথ,golipot̪ʰ
তোরা,t̪ora
সুবিধাদির,ʃubid̪ʱad̪ir
মঙ্গলনৃত্য,moŋgolonrit̪t̪o
সাকিল,ʃakilo
ডিফেন্সিভ,dipʰensibʱ
লাফিং,lapʰiŋ
গভর্ন্যান্স,gɔbʱɔrnænʃo
গঞ্জালেজ,gonɟaleɟ
জেন্নাত,ɟennat̪o
"রৌফুজ্জামান,","ro͡u̯pʰuɟɟaman,"
বাহারুল,baharul
"বাহার,","bahar,"
দোলানো,d̪olano
আচারণে,acarone
স্বপ্নপূরণ,ʃɔpnopuron
চেতনাদ্বীপ্ত,cet̪nad̪d̪ipt̪o
নাপোলি,napoli
বালুলা,balula
শিল্ডের,ʃilder
বিরোধ,bired̪ʱ
ধারের,d̪ʱarer
‘ফটো,‘pʰɔto
গার্ড’,gard’
হবিবুর,hobibur
জিমের,ɟimer
একইদিন,ækid̪in
একসময়ে,ækʃɔmɔʲe
সর্বজিতকে,ʃɔrboɟit̪ke
বাসমা,baʃma
গ্লানি,glani
দলবীর।,d̪ɔlbir।
চিশতী,ciʃt̪i
বিভায়,bibʱaʲ
পাঠাবেন,patʰaben
বিষয়খালী,biʃɔʲkʰali
আরকে,arɔke
খোঁজা,kʰe͡ã̯ɟa
সুপারিশসমূহ,ʃupariʃɔʃɔmuho
উগাস,ugaʃ
ভল্টেজের,bʱɔlteɟer
ইফতেখারুজ্জামানের,ipʰt̪ekʰaruɟɟamaner
মারত্মকভাবে,mart̪kbʱabe
উদ্যাপনের,ud̪d̪aponer
এগ্রো,ægro
কোলেস্টেরলসমৃদ্ধ,kolesterlsmrid̪d̪ʱo
আপের,aper
রৌশন,ro͡u̯ʃon
গর্ভাবস্থার,gɔrbʱabɔst̪ʰar
মহাবুবে,mɔhabube
০৬,06
নিরীক্ষা,nirikkʰa
সারাংশ,ʃaraŋʃo
লুচি,luci
দর্শকশ্রোতারা,d̪ɔrʃokɔsrot̪ara
৯শ,9ʃɔ
মুস্তাফিজের।,muʃt̪apʰiɟer।
নাগরিকত্বও,nagorikɔt̪t̪o͡o̯
শুভকে,ʃubʱke
সিটিসেল,sitisel
নন-ইকুইটি,nɔno-iku͡i̯ti
ইনসেনটিভ,inʃentibʱ
কমপেনসেশন,kɔmpenʃeʃon
এজেন্টস,eɟentɔʃ
নতুনবাজারের,not̪unbaɟarer
সংগঠনর,ʃɔŋgɔtʰonor
প্রশ্নসংবলিত,proʃnoʃɔŋbolit̪o
থিঙ্ক,t̪ʰiŋk
ট্যাঙ্ক,tæŋko
চন্দ্রগঞ্জের,cɔnd̪rogɔnɟer
গ্রাম-বাংলার,gram-baŋlar
প্রশাসকরা,proʃaʃokɔra
প্রমাদ,promad̪
মুহিবুল,muhibul
খুঁজির,kʰũɟir
পরিবারগুলোর,poribargulor
আপসের,apoʃer
জয়লাভের,ɟɔʲlabʱer
আটাশ,ataʃ
খুঁজেও,kʰũɟe͡o̯
অগ্রাধিকারপ্রাপ্ত,ɔgrad̪ʱikarprapt̪o
তৃতীয়দিনে,t̪rit̪iʲod̪ine
সেডন,ʃedɔn
৩৮.১,38.1
অডিটরিয়ামের,ɔditoriʲamer
ব্র্যান্ডেড,branded
ঝুও,ɟʱu͡o̯
সম্ভাবনাগুলোকে,ʃɔmbʱabonaguloke
হিঁচড়ে,hĩcɽe
স্বাবলম্বী,ʃabolombi
হাফসা,hapʰʃa
তামাকজাত,t̪amakɟat̪
পার্কগুলো,parkogulo
জলাশয়ে,ɟɔlaʃɔʲe
ক্রান্তি,krant̪i
ডব্লিউএসএসসিসি,dɔbli͡u̯esessisi
সাল্লু,sallu
ট্রিবিউনের,tribi͡u̯ner
মিরাগ-২০০০এস,mirag-2000es
বিআইডব্লিউর,bi͡a̯͡i̯dɔbli͡u̯r
করাগারে,kɔragare
বাউরা,ba͡u̯ra
জবিউল্যাহ,ɟɔbi͡u̯llaho
মাহবুবউদ্দিন,mahobubud̪d̪in
ম্যালেরিয়ায়,mæleriʲaʲ
রাখলেও,rakʰle͡o̯
দুদলই,d̪ud̪li
হার্ডওয়্যারগুলো,hardoʷargulo
নৈকট্য,nkkɔtto
আমদের,amod̪er
শ্রেষ্ঠত্ব,sreʃtʰot̪t̪o
সহৃদয়বান,ʃɔrid̪ɔʲban
বেদন,bed̪on
জেনিফারই,ɟenipʰari
সজিবুর,ʃoɟibur
প্রিতম,prit̪ɔm
রোববারই,robbari
ক্লাইন্ডরা,kla͡i̯ndora
রি-রোলিং,ri-roliŋ
কারণটাও,karonta͡o̯
ব্যারাকে,bærake
মামলাই,mamla͡i̯
ভিখারাবাদ,bʱikʰarabad̪
শাকিবকেই,ʃakibɔke͡i̯
সপ্তাহগুলো,ʃɔpt̪ahgulo
পাল্টানোর,paltanor
ছিনতাইকারীর,cʰint̪a͡i̯karir
জুন-জুলাইয়ের,ɟun-ɟula͡i̯ʲer
মৃত্যুফাঁদ,mrit̪t̪upʰãd̪
গ্র“পটি।,gro“poti।
ওশান,oʃan
ইসতারা,ist̪ara
দেখেছেন।,d̪ekʰecʰen।
পাটোয়ারীকে,patoʷarike
গাফলতিকে,gapʰlot̪ike
আবাদসহ,abad̪ʃɔho
কৃষিকাজের,kriʃikaɟer
বিএমআইটি,bi͡e̯ma͡i̯ti
ডলোয়া,dɔloʷa
স্থাপনা।,st̪ʰapona।
তা-ই,t̪a-i
মাইসা,ma͡i̯ʃa
কর্মধা,kɔrmod̪ʱa
হামাসের,hamaʃer
মেনকাকে,mænkake
আল-হাইয়াকে,al-ha͡i̯ʲake
সিনওয়ারের,ʃinoʷarer
উপপ্রধান,upoprod̪ʱan
ভর্তিচ্ছুদের,bʱɔrt̪iccʰud̪er
আইপিএম,a͡i̯pi͡e̯m
প্রান্তরে,prant̪ɔre
ফ্লেমিং,pʰlemiŋ
://...,://...
খায়েরকে,kʰaʲerke
গুনছে,guncʰe
দুঘণ্টা,d̪ugʱɔnta
শিব্বির,ʃibbir
নলছিটি,nolcʰiti
নিজামীকে,niɟamike
দেলসাত,d̪elʃat̪
অপব্যবহারে,ɔpobæbohare
নৈঋতেউৎসমুখী,no͡i̯rit̪e͡u̯t̪ʃɔmukʰi
ঐক্যবদ্ধকরণের,o͡i̯kkobɔd̪d̪ʱokɔroner
পুরানো,purano
ভারেঙ্গা,bʱareŋga
কুড়িবিলের,kuɽibiler
সম্পাদনায়,ʃɔmpad̪naʲ
রোমারিও,romari͡o̯
অনুগত,onugɔt̪o
ডিগ্রিধারীদের,digrid̪ʱarid̪er
নাম্বার-১৩,nambar-13
তারিকসহ,t̪arikʃɔho
নেশাখোর,neʃakʰor
আইডিয়েল,a͡i̯diʲel
বেলাব,belab
শিশুনীতি,ʃiʃunit̪i
খাতেও,kʰat̪e͡o̯
"মৌজাম্যাপ,","mo͡u̯ɟammap,"
দাগ-খতিয়ানসহ,d̪ag-kʰot̪iʲanʃɔho
টাঙ্গাইলে।,taŋga͡i̯le।
জীবনাচার,ɟibonacar
আইএলও-ইউনেস্কোর,a͡i̯elo-i͡u̯neskor
সানজীদ,ʃanɟid̪
পারতাম,part̪am
হাবিসপুর,habiʃpur
সভাও,ʃɔbʱa͡o̯
বিপদ-আপদে,bipɔd̪-apɔd̪e
এড়িয়েছে,eɽiʲecʰe
পৌঁছেছে,po͡ũ̯cʰecʰe
সাবান-পানি,ʃaban-pani
থামাব,t̪ʰamab
সাধারণ।,ʃad̪ʱaron।
আমলেউত্তর,amole͡u̯t̪t̪or
(সিএসএ),(ʃi͡e̯ʃɔk)
পিটারসেনের,pitarsener
কমিমনার,komimɔnar
সন্ত্রাসী-জঙ্গি,ʃɔnt̪raʃi-ɟɔŋgi
জুমনের,ɟumoner
ছামিন,cʰamin
আসরটাই,aʃorta͡i̯
গামবুট,gambut
হ্যাম্পশায়ার,hæmpʃaʲar
স্লুইচ,slu͡i̯c
"গেট,","get,"
মিনিটেরও,minitero
কাজেবাংলাদেশের,kaɟebaŋlad̪eʃer
উল্টাপাল্টা,ultapalta
নদীকে,nod̪ike
বেসন,beʃon
ইনশাআল্লাহ,inʃa͡a̯llah
হোছেন,hocʰen
ঠাণ্ডু,tʰandu
কন্ডিশনারের,kɔndiʃonarer
বেসিস,beʃiʃ
পরষ্পর,pɔroʃpɔr
প্রতিদ্বন্দ্বীপূর্ণ,prot̪id̪d̪ɔnd̪o͡i̯purno
মিলগুলোর,milgulor
অর্থবিল,ɔrt̪ʰobil
বদির,bod̪ir
লেবাসধারী,lebaʃd̪ʱari
ব্ল–মবার্গ,blɔ–mbargo
বাদশাহদের,bad̪ʃahod̪er
বয়সসীমা,bɔʲoʃoʃima
কেমিকেল,kemikel
দুবারের,d̪ubarer
ইট-বালুর,it-balur
ঝরিনা,ɟʱɔrina
বিধিমালায়,bid̪ʱimalaʲ
মেহতাবকে,mehot̪abɔke
টুটা-ফাটা,tuta-pʰata
লালুপ্রসাদ,laluproʃad̪
বান্ধবীদের,band̪ʱobid̪er
চালুয়াহাটি,caluʷahati
"মোবারকপুর,","mobarokpur,"
চন্ডিপুর,cɔndipur
মাঠসহ,matʰʃɔho
কুচকানো,kuckano
ম্যারো,mæro
টাইটেলের,ta͡i̯teler
উটের,uter
ক্যাপশনে,kæpɔʃone
হফেনহেইম।,hɔpʰenhe͡i̯m।
আগামীতেও,agamit̪e͡o̯
ব্যক্তিদেরও,bekt̪id̪ero
সফটওয়্যারে,ʃɔpʰɔtolɟare
১০-২০,10-20
শাপুরজি,ʃapuroɟi
ফৌজিয়া,pʰo͡u̯ɟiʲa
মাজিন্দা,maɟind̪a
পরিধান,porid̪ʱan
পুরুষতান্ত্রিক,puruʃt̪ant̪rik
অ্যামব্রোস,æmobros
আহমেদাবাদের,ahomed̪abad̪er
ইউএনএইচআরসির,i͡u̯æne͡i̯cacʰosir
জ্যোতিষবাবা,ɟot̪iʃbaba
"পাব,","pab,"
ভিশনারি,bʱiʃonari
ছাঈদ,cʰa͡i̯d̪
পার্টস,parts
যুবকই,ɟuboko͡i̯
অপ্রতুলতাও,ɔprot̪ulɔt̪a͡o̯
চিজোবার,ciɟobar
পিতৃকুলের,pit̪rikuler
হাতুড়িপেটা,hat̪uɽipeta
মহিউল,mohi͡u̯l
ইম্পিচমেন্ট,impicment
শিশুদেরই,ʃiʃud̪eri
উশৈসিং,uʃo͡i̯ʃiŋ
কারবারীর,karbarir
অনেকবারই,ɔnekbari
অদক্ষ,ɔd̪okkʰo
মিরন,miron
হিংসা-বিদ্বেষসহ,hiŋʃa-bid̪d̪eʃʃɔho
স্বর্গ,ʃɔrgo
থোয়াইচিংমং,t̪ʰoʷa͡i̯ciŋmɔŋ
আশ্রয়-প্রশ্রয়দাতাদের,asrɔʲo-proʃrɔʲd̪at̪ad̪er
সরকারপ্রধান,ʃɔrkarprod̪ʱan
হাইকমান্ডকে,ha͡i̯kmandke
’মন্দিরের,’mond̪irer
আশিয়ান,aʃiʲan
তথ্যকে,t̪ot̪t̪ʰoke
বস্ক,bɔʃko
৪০০০০,40000
আবেদ,abed̪
কলমের,kɔlomer
মারমার,marmar
নাইজেরিয়ায়,na͡i̯ɟeriʲaʲ
ক্লাবটি,klabti
কিন্ডার,kindar
সরিয়েছিলেন,ʃoriʲecʰilen
রোকনউদ্দিন,roknud̪d̪in
শ্রমিকই,sromiki
চাঁপাইনবাবগঞ্জকে,cãpa͡i̯nbabɔgnɟoke
হলিউড-ক্যালিবার,hɔli͡u̯do-kælibar
এলপিআরএ,elpi͡a̯rɔ͡e̯
অসংগতি,ɔʃɔŋgot̪i
রয়।,rɔʲ।
জাকোমো,ɟakomo
প্রক্সি,proksi
নিয়ন্ত্রণহীন,niʲont̪ronhin
শেখঘাট,ʃekʰgʱat
বিনোদ,binod̪
লেটারম্যানকে,letarmænke
পিএস,pi͡e̯s
কারসটেন,karʃten
ওয়ারহলমের,oʷarholɔmer
বুহারি,buhari
২৪৪,244
দূষণবিষয়ক,d̪uʃɔnobiʃɔʲok
রাজবাড়ীকে,raɟbaɽike
টর্নেডোর,tɔrnedor
সাকুচিয়া,ʃakuciʲa
চরমোনাই,cormona͡i̯
নববর্ষে,nɔbobɔrʃe
পাটনীতি,patnit̪i
জিআরপি,ɟi͡a̯rɔpi
১৬নং,16nɔŋ
ফয়জুল,pʰɔʲɟul
নায়লা,naʲla
‘সুয়ারেজ,‘ʃuʲareɟ
বলিস,bɔliʃ
প্লান্ট’,plant’
(এসটিপি),(eʃtipi)
ইন্ট্রিগ্রেটেড,intrigreted
আহম,ahom
বিচারবহির্ভূত,bicarbohirbʱut̪o
যথার্থভাবেই,ɟɔt̪ʰart̪ʰobʱabe͡i̯
ছায়েদুল,cʰaʲed̪ul
মিনহাজউদ্দিনকে,minhaɟo͡u̯d̪d̪inke
উর্মি,urmi
মটরযান,motorɟan
ভোগায়,bʱogaʲ
পরিপন্থী-,poripɔnt̪ʰi-
রবসন,rɔboʃon
বিজলীকন্যা,biɟlikonna
ম্যাকবেথও,mækbet̪ʰo
সগার,ʃɔgar
মিগ-২৯এস,migɔ-29es
টিঅ্যান্ডটি,tiɟd̪ʱandoti
ধর্মান্ধের,d̪ʱɔrmand̪ʱer
হতাশাকে,hot̪aʃake
প্রতিবাদসভা,prot̪ibad̪ɔʃbʱa
এইচআইভি,e͡i̯ca͡i̯bʱi
দাদীকে,d̪ad̪ike
"প্রতিরোধ,","prot̪irod̪ʱ,"
লৈঙ্গিক,lo͡i̯ŋgik
বৈচিত্র্যময়,bo͡i̯cit̪romɔʲ
জনগোষ্ঠীর,ɟɔnogoʃtʰir
শৈবাল,ʃo͡i̯bal
ভেবেছিলেন,bʱebecʰilen
উপসংহার,upoʃɔŋhar
শিক্ষার্থীদেরই,ʃikkʰart̪ʰid̪eri
তিউনেশিয়াকে,t̪i͡u̯neʃiʲake
মরগ্যান,mɔroggan
বিদেশযাত্রা,bid̪eʃɟat̪ra
হিন্দুরাও,hind̪ura͡o̯
ইন্সটগ্রাম,instgram
চাঁদখালি,cãd̪kʰali
ক্রিকেটবিশ্ব,kriketbiʃʃo
ইন্তেখাব,int̪ekʰabo
ডিজিটে,diɟite
শুভহাবলু,ʃubʱɔhabolu
হরেকৃষ্ণ,hɔrekriʃno
পালোনজি,palonɟi
বেগমেরও,begomero
ডানপায়ে,danpaʲe
ইনগি,ingi
জিন্দা,ɟind̪a
পাল্লাথল,pallat̪ʰɔl
চা-বাগানের,ca-baganer
