word,ipa
প্রযুক্তিতেও,proɟukt̪it̪e͡o̯
ঢোলে,dʱole
এছাড়াও,ecʰaɽa͡o̯
বুচিদং,bucid̪ɔŋ
হরমুড়া,hormuɽa
মৃদুলের,mrid̪uler
কর্দোভা,kɔrd̪e͡a̯bʱa
ইবিতে,ibit̪e
জ্ঞান-বিজ্ঞান,gænbi-ggan
অবদানমূলক,ɔbod̪anmulok
মংলা-ঘষিয়াখালী,mɔŋla-gʱoʃiʲakʰali
স্টিমার,stimar
উভয়দিকে,ubʱɔʲd̪ike
বিত্তবানদের,bit̪t̪oband̪er
গ্রামবাসী,grambaʃi
দফার,d̪ɔpʰar
শৌলমারী,ʃo͡u̯lmari
জাদুরচর,ɟad̪urcɔr
খিনওয়ান,kʰinoʷan
নু,nu
কংগ্রেস,kɔŋgres
তৃণমূল,t̪rinomul
বামপন্থীসহ,bampont̪ʰiʃɔho
নেতা-মন্ত্রীদের,net̪a-mɔnt̪rid̪er
টাইগার্স,ta͡i̯gars
রাজনীতিও,raɟnit̪i͡o̯
রাজীবুল,raɟibul
বাবুর্চি,baburci
খুলনাবাসী,kʰulnabaʃi
শুরুসিলেট,ʃuruʃilet
ব্যুরোসিলেট,bæ͡u̯roʃilet
পানিচক্র,panicɔkro
চিত্রসহ,cit̪roʃɔho
পুষ্টিগুণে,puʃtigune
শানজি,ʃanɟi
প্রদেশে,prod̪eʃe
শিকারীর,ʃikarir
রাজ্জাকের,raɟɟaker
অধিকারকর্মীরা,od̪ʱikarkɔrmira
বোঝাচ্ছেন,boɟʱaccʰen
তাৎপর্যমণ্ডিত,t̪at̪pɔrɟomɔndit̪o
গ্যাটিং,gætiŋ
কমিটিতে,kɔmitit̪e
নীতিনির্ধারক,nit̪inird̪ʱarok
হাটশিরা,hatʃira
অরবুলার,ɔrbular
ছোট্ট,cʰotto
মেয়েটার,meʲetar
সুবাস,ʃubaʃ
ডাকলেই,dakle͡i̯
আশাগুলো,aʃagulo
প্রক্রিয়াদি,prokriʲad̪i
ইরি,iri
নিনটেনডো,nintendo
দুজন,d̪uɟon
স্থিতিবস্থা,st̪ʰit̪ibɔst̪ʰa
বহিঃপ্রকাশ,bohiʃprokaʃ
রথবাড়িতে,rɔt̪ʰobaɽit̪e
মায়াসহ,maʲaʃɔho
শেফাক,ʃepʰak
পূর্বাঞ্চলীয়,purbancoliʲo
পাড়াগাঁও,paɽagão
সেলফিটি,ʃelpʰiti
আইকিউ,a͡i̯ki͡u̯
২২,22
কিলোমিটার,kilomitar
জলসীমায়,ɟɔlʃimaʲ
যুদ্ধজাহাজটি,ɟud̪d̪ʱoɟahaɟoti
ছায়াটি,cʰaʲati
বেতন-ফি,bet̪on-pʰi
নৈরাজ্য,no͡i̯raɟɟo
ইয়াজিদের,iʲaɟid̪er
মতাদর্শ,mɔt̪ad̪ɔrʃo
প্রচার-প্রসারে,procar-proʃare
হুশিয়ার,huʃiʲar
সবুর,ʃobur
সামূল,ʃamul
জুলফিকার,ɟulpʰikar
ডাঁশমারী,dãʃmari
তূর্য,t̪urɟo
১৮-১৯টি,18-19ti
আদমশুমারির,ad̪omʃumarir
মুসলিমদের,muslimd̪er
আফগানদেরই,apʰgand̪eri
সৌরভায়া,ʃo͡u̯rɔbʱaʲa
ছয়টার,cʰɔʲtar
আশেদ,aʃed̪
১,1
বিচারকালীন,bicarkalin
করিতে,korit̪e
হইবে,ho͡i̯be
যাহার,ɟahar
হইবে,ho͡i̯be
স্বল্পতম,ʃɔlpot̪ɔmo
নাড়ছে,naɽcʰe
হোতারা,hot̪ara
ডানপাশের,danpaʃer
জিমনেসিয়ামে,ɟimonesiʲame
৪২টি,42ti
কান্টার,kantar
মিলওয়ার্ড,miloʷard
ব্রাউনের,bra͡u̯ner
তারিকউজ্জামান,t̪arikuɟɟaman
মিনিবাসসহ,minibaʃʃɔho
জামালকেও,ɟamalke͡o̯
মোস্তাফিজের,most̪apʰiɟer
দলটাও,d̪ɔlta͡o̯
সাহেরা,ʃahera
উম্মত,ummɔt̪ɔ
প্যারালাইসড,pærala͡i̯ʃɔd
পপলু,poplu
৬৫৯,659
কাঁপাকাঁপির,kãpakãpir
ক্লিপে,klipe
জিদান,ɟid̪an
মৌসুমের,mo͡u̯ʃumer
বাহাত্তরের,bahat̪t̪ɔrer
নেতাকর্মী,net̪akɔrmi
খালারা,kʰalara
রশি,rɔʃi
থ্যাংকসগিভিং,t̪æŋkʃogibʱiŋ
অ্যাডোবি,ædobi
শিল্পাঞ্চলে,ʃilpancɔle
মেধাভিত্তিক,med̪ʱabʱit̪t̪ik
বলিষ্ঠ,boliʃtʰo
চেকপয়েন্ট,cekpɔʲent
গ্রেফতার,grepʰt̪ar
ছাড়াও,cʰaɽa͡o̯
ওয়ালেস,oʷaleʃ
উদ্যোক্তাকে,ud̪d̪okt̪ake
ইনকিলাব,inkilab
বিচারধীন,bicard̪ʱin
মোস্তাকুর,most̪akur
মফুর,mopʰur
আনহার,anhar
তিন,t̪in
কোন্দলকে,kond̪ɔlke
মামলা-মোকদ্দমাও,mamla-mokɔd̪d̪oma͡o̯
অন্দরমহল,ɔnd̪ɔrmɔhɔl
বারমহল,barmohɔl
পাত্রগুলোর,pat̪rogulor
১৮৬,186
পুত্রদের,put̪rod̪er
নয়ীম,noʲim
গহরের,gɔhorer
সন্দেহমূলক,ʃɔnd̪ehomulok
সোয়াইবুর,ʃoʲa͡i̯bur
অনিশ্চয়তাএক,ɔniʃcɔʲt̪aæk
সিএসএ,ʃi͡e̯ʃɔk
পেনিসিলিন,penisilin
মডুলাসের,modulaʃer
রায়রা,raʲra
পাংসাত,paŋʃat̪
নাইনেভেহ,na͡i̯nebʱeho
প্রদেশটি,prod̪eʃti
কুর্দি,kurd̪i
ইয়াজেদি,iʲaɟed̪i
তুর্কমেন,t̪urkomen
সম্পাদকমণ্ডলীর,ʃɔmpad̪kmɔndolir
স্মৃতিবিজড়িত,srit̪ibiɟoɽit̪o
সদনের,ʃɔd̪oner
৬৬৯,669
গেন্ডারমেরিক,gendarmerik
বিস্ফোরণকে,biʃpʰoronke
পাইপলাইন,pa͡i̯pɔla͡i̯n
স্কাইপি,ska͡i̯pi
মাইক্রোসফট,ma͡i̯krospʰɔt
পচনশীল,pɔconʃil
৩১২,312
ত্রুটিটি,t̪rutiti
ইতালীয়দের,it̪aliʲod̪er
মনোবল,monobol
গুণগ্রাহীকে,gungrahike
রাজপাট,raɟpat
রাজাখালীর,raɟakʰalir
বকশিয়াঘোনার,bokʃiʲagʱonar
শ্রীলংকাতেও,srilŋkat̪e͡o̯
দোকানেও,d̪okane͡o̯
হাসপাতালেমুলাদী,haʃpat̪alemulad̪i
দুযুগের,d̪uɟuger
স্পনসর,sponʃɔr
রুপিরও,rupiro
ভিভোর,bʱibʱor
হলুদ-সবুজ-খয়েরি,holud̪-ʃobuɟ-kʰɔʲeri
সালোয়ার,saloʷar
সুখীকে,ʃukʰike
জঙ্গিসংশ্লিষ্ট,ɟɔŋgiʃɔŋsliʃto
আনিসুরকে,aniʃurke
বোরবার,borbar
মোটে,mote
জাঙ্গালিয়ার,ɟaŋgaliʲar
স্টাইলটাও,sta͡i̯lta͡o̯
অ্যানেস্থেশিয়া,ænest̪ʰeʃiʲa
জলজট,ɟɔlɟɔt
ব্যথায়,bæt̪ʰaʲ
রেণুু,renu͡u̯
নিধনে,nid̪ʱɔne
রাষ্ট্রাদর্শ,raʃtrad̪ɔrʃo
সর্বপ্রকার,ʃɔrboprokar
জুগিয়েও,ɟugiʲe͡o̯
৭১-এর,71-er
প্রতিশোধস্পৃহা,prot̪iʃod̪ʱɔspriha
মেটেনি,meteni
সদস্যের,ʃɔd̪oʃʃer
সন্তানকে,ʃɔnt̪anke
৫১টি,51ti
কর্মবিরতিতে,kɔrmobirot̪it̪e
মুলদিবস,muld̪ibɔʃ
মাহফুজের,mahpʰuɟer
আসা-না,aʃa-na
ঘামও,gʱamo
ঝরিয়েছেন,ɟʱɔriʲecʰen
সোয়াবের,ʃoʷaber
রথযাত্রার,rɔt̪ʰoɟat̪rar
ডিফেন্ডাররা,dipʰendarora
বহির্নোঙরে,bohirnaŋore
টিটু-১২,titu-12
বিদায়ে,bid̪aʲe
ক্রীড়াসুলভ,kriɽaʃulɔbʱ
মন্ত্রিপরিষদ,mɔnt̪riporiʃɔd̪
১৫৩,153
গণিত,gonit̪o
ক্ষুদ্রতম,kʰud̪rot̪ɔmo
কালাশ,kalaʃ
সনি,ʃoni
উদগ্রীব,ud̪ɔgrib
ম্যাককেইন,mække͡i̯n
কর্মস্থলমুখী,kɔrmost̪ʰɔlmukʰi
হতাশা,hot̪aʃa
লালপুরের,lalpurer
রশিদপুর,rɔʃid̪pur
উড়িয়াটিলায়,uɽiʲatilaʲ
তরমুজ,t̪ormuɟ
স্থলপথে,st̪ʰɔlpɔt̪ʰe
আড়তদাররা,aɽot̪ɔd̪arora
বছর,bɔcʰor
৮৬০,860
কুণ্ডলির,kundolir
সাইজে,sa͡i̯ɟe
আÍহত্যায়,ahot̪t̪aʲ
করেতি,koret̪i
ওয়ারেন্টভুক্ত,oʷarentbʱukt̪o
জানাজানির,ɟanaɟanir
ইঙ্গিতবাহী,iŋgit̪bahi
কিছু,kicʰu
হচ্ছে,hoccʰe
হুজুগের,huɟuger
বশে,boʃe
অগ্রপশ্চাৎ,ɔgropoʃcat̪
অগ্রাহ্য,ɔgraɟɟʱo
অস্ট্রেলিয়াতে,ɔstreliʲat̪e
মানুস,manuʃ
নাউরুর,na͡u̯rur
ওয়াটারবোর্ডিংয়ের,oʷatarbordiŋʲer
রেকর্ডগুলো,rekɔrdgulo
মারাঠি,maratʰi
গল্পকার,gɔlpokar
প্রেমচাঁদের,premcãd̪er
গোলদাতাদের,gold̪at̪ad̪er
স্থানই,st̪ʰani
আখিরাতের,akʰirat̪er
ভুগতেই,bʱugt̪e͡i̯
গ্রুপে,grupe
মিরপুর-ভেড়ামারায়,mirpur-bʱeɽamaraʲ
সমিতি-১,ʃomit̪i-1
জিয়াদ,ɟiʲad̪
পরিতাপের,porit̪aper
পাইরেটেড,pa͡i̯reted
ক্রয়ে,kroʲe
ক্রেতাদেরও,kret̪ad̪ero
১০,10
তায়ালার,t̪aʲalar
দোয়া,d̪e͡a̯ʲa
দেশনেত্রীকে,d̪eʃonet̪rike
ইলিশকে,iliʃke
চাঁদপুর,cãd̪pur
হিলশা,hilʃa
ব্রান্ডিং,brandiŋ
পদ্মবিভূষণ,pɔd̪mobibʱuʃɔn
বঙ্গবিভূষণে,bɔŋgobibʱuʃone
শিল্পসহ,ʃilpoʃɔho
মাহবুবুজ্জামান,mahobubuɟɟaman
পারবেনরোনাল্ডো,parbenronaldo
গ্যানসু,gænʃu
গোবেজ,gobeɟ
চয়নরা,cɔʲonra
গাজিউমভ,gaɟi͡u̯mbʱ
পেয়েছিরেন,peʲecʰiren
রেঞ্চ,renc
স্পিনাক,spinak
বাঁধাকপি,bãd̪ʱakpi
৩২৫টি,325ti
চোকদারের,cokd̪arer
রাস্তি,rast̪i
বর্ণার,bɔrnar
চরভুরুঙ্গামারীতে,cɔrbʱuruŋgamarit̪e
আশুতোষকে,aʃut̪oʃoke
আল-কুদস,al-kud̪ʃ
জেনেটিক,ɟenetik
কোডের,koder
প্রটোকল,protokɔl
গুরিয়ন,guriʲon
নেতানিয়াহু,net̪aniʲahu
কোরিওগ্রাফার,kori͡o̯grapʰar
প্রবাসী,probaʃi
পাথফাইন্ডার,pat̪ʰpʰa͡i̯ndar
সোবহানিয়া,ʃobɔhaniʲa
বোধশক্তিহীন,bod̪ʱʃokt̪ihin
ক্রেতা-বিক্রেতারা,kret̪a-bikret̪ara
খানেকে,kʰaneke
ঢাকা-লক্ষ্মীপুর,dʱaka-lɔkʰipur
সাম্পাওলি,ʃampa͡o̯li
পৌঁছা,pẽcʰa
যশোর-বেনাপোল,ɟɔʃor-benapol
সমর্থনকারীরা,ʃɔmort̪ʰonkarira
গণপরিবহনও,gɔnoporibɔhono
জেনেছে,ɟenecʰe
পগবাকে,pɔgobake
গড়ে,goɽe
নৃশংসতম,nriʃɔŋʃot̪ɔmo
আরোপকারী,aropokari
মোনাকোকে,monakoke
লেমুয়াতে,lemuʲat̪e
টাঙ্গালের,taŋgaler
বনাঞ্চালের,bɔnancaler
ওয়ানগালা,oʷangala
পুনপ্রতিষ্ঠা,punoprot̪iʃtʰa
লেজারার্স,leɟarars
সাতুরিয়ার,ʃat̪uriʲar
নাগাওকার,naga͡o̯kar
উচ্চাকাক্সক্ষাকে,uccakakʃokkʰake
অনুমোদন,onumod̪on
নিরীক্ষাসহ,nirikkʰaʃɔho
তীরচর,t̪ircɔr
পথচারীকে,pɔt̪ʰocarike
আইনমন্ত্রীও,a͡i̯nmɔnt̪ri͡o̯
মালয়,maloʲ
মালয়েশিয়া,malɔʲeʃiʲa
মালয়েশিয়াজুড়ে,malɔʲeʃiʲaɟuɽe
কলকারখানাসহ,kolkarkʰanaʃɔho
ক্যারিলনার,kærilonar
অন্যায়-অত্যাচার,ɔnnaʲ-ot̪t̪acar
মাদকাসক্তদের,mad̪okaʃokt̪od̪er
আনাগোনা,anagona
শিবরামপুর,ʃibrampur
ব্ল্যাকবক্সের,blækbokser
জানুয়ারি-ফেব্রুয়ারি,ɟanuʲari-pʰebruʷari
নারায়ণঞ্জ,naraʲonnɟ
বাক্চি,bakci
অপরাগতা,ɔpɔragɔt̪a
যোগগুরুরা,ɟoggurura
জন্যও,ɟonno͡o̯
মাকসুদার,makʃud̪ar
পুতুলটি,put̪ulti
রায়েরবাগ,raʲerbag
ফটোশুটে,pʰɔtoʃute
বর্ষাকে,bɔrʃake
আত্মমর্যাদা,at̪t̪omɔrɟad̪a
উন্নতশির,unnot̪oʃir
প্রযোজকও,proɟoɟoko
আলীগে,alige
অপ,ɔp
বঙ্গজ্জল,bɔŋgoɟɟɔl
স্কুলগামী,skulgami
রিপ্রেজেনটেটিভ,ripreɟentetibʱ
মানাবে,manabe
অনিচ্ছুক,ɔniccʰuk
বউ-শাশুড়ী,bɔ͡u̯-ʃaʃuɽi
ফিস্টুলার,pʰistular
সর্দি-কাশির,ʃɔrd̪i-kaʃir
ল্যান্ডপোর্ট,lændoport
আরেফীন,arepʰin
ট্রলারযোগে,trolarɟoge
এলেন,elen
পোষ্যরা,poʃʃora
কোটার,kotar
রাজিবের,raɟiber
ভূঁইয়া,bʱũiʲa
বায়েছ,baʲecʰo
মাকসুদ,makʃud̪
খায়েরকে,kʰaʲerke
লজ্জাজনক,lɔɟɟaɟɔnk
ইন্টার্নকে,intarnoke
গরু-ছাগলের,goru-cʰagoler
ছেলেরা,cʰelera
মারুফকে,marupʰke
দেশেই,d̪eʃe͡i̯
নিন্মকক্ষ,ninmokɔkkʰo
রব্বান,rɔbban
নেতৃস্থানীয়,net̪rist̪ʰaniʲo
শিল্পপতি,ʃilpopot̪i
তাজ্য,t̪aɟɟo
ভাদাস,bʱad̪aʃ
ছায়দার,cʰaʲd̪ar
শৃংখলাবাহিণীর,ʃriŋkʰolabahinir
ম্যাজিস্ট্রেটগণ,mæɟistretgɔn
কাঠালিয়ার,katʰaliʲar
কৈখালী,ko͡i̯kʰali
লিবিয়ার,libiʲar
কূটনীতিককে,kutnit̪ikke
বাংলাদেশে,baŋlad̪eʃe
সফরেই,ʃɔpʰɔre͡i̯
ব্যান,bæn
ছয়মাস,cʰɔʲmaʃ
হাইব্রিডদের,ha͡i̯bridd̪er
বালিকাকে,balikake
সিন্ধান্ত,ʃind̪ʱant̪o
সুশাসনই,ʃuʃaʃoni
প্রশ্নবদ্ধি,proʃnobɔd̪d̪ʱi
গুলিবদ্ধি,gulibɔd̪d̪ʱi
কারবারের,karbarer
সেরেনার,ʃerenar
সমীকরণটা,ʃomikɔronta
সতর্কীকরণ,ʃɔt̪ɔrkikɔron
বিবিরকান্দা,bibirkand̪a
ছোমেদ,cʰomed̪
ফরাজীর,pʰɔraɟir
সাহাবুদ্দিনের,ʃahabud̪d̪iner
ইটভাঙা,itbʱaŋa
জনপদে,ɟɔnopɔd̪e
বল্লভেরকান্দি,bɔllobʱerkand̪i
কোটায়,ke͡a̯taʲ
পদগুলো,pɔd̪ogule͡a̯
আনুষ্ঠানিকতা,anuʃtʰanikɔt̪a
ভক্তির,bʱokt̪ir
তখন,t̪ɔkʰon
সাকলাইন,ʃakla͡i̯n
বিলভরা,bilɔbʱɔra
নিয়ম-কানুন,niʲom-kanun
বালুমহাল,balumɔhal
আজমলের,aɟmoler
ক্রোনিয়ের,kroniʲer
পাঁচবার,pãcbar
শচীন,ʃocin
টি-স্টল,ti-stɔl
অতিমাত্রার,ot̪imat̪rar
মাদক,mad̪ok
দ্বীপটিকে,d̪ipɔtike
এতটাই,æt̪ota͡i̯
হয়,hɔʲ
ফেলতেই,pʰelt̪e͡i̯
দুজনই,d̪uɟɔni
মনোনীত,mononit̪o
পানিশূন্যতায়,paniʃunnot̪aʲ
পাইপটি,pa͡i̯poti
জিতানের,ɟit̪aner
সিএনবি,si͡e̯nbi
দিলশানেরও,d̪ilʃanero
গুরুভার,gurubʱar
আর্থ-সামাজিক,art̪ʰo-ʃamaɟik
সবিস্তারে,ʃɔbist̪are
কুম্বলের,kumboler
রোমারিও,romari͡o̯
৬২,62
৭৭,77
এডিপি,edipi
মহা-ভোগান্তিতে,mɔha-bʱogant̪it̪e
১১৮৪,1184
রি-হিয়ারিং,ri-hiʲariŋ
যাদের,ɟad̪er
প্রোগ্রাম,program
ফার্নেস,pʰarnes
অয়েলের,ɔʲeler
কমিয়েছি,kɔmiʲecʰi
প্রতিভাকে,prot̪ibʱake
আশার,aʃar
আলো,alo
শিলাই,ʃila͡i̯
ঝেংকাই,ɟʱeŋka͡i̯
শিয়ের,ʃiʲer
কর্তৃত্বের,kɔrt̪rit̪t̪er
দৈনিকটির,d̪o͡i̯niktir
কাওনাইন,ka͡o̯na͡i̯n
অভিমানিনীতে,obʱimaninit̪e
শ্যামা,ʃæma
ফিয়াট,pʰiʲat
চো,co
গোলজারের,golɟarer
ইন্তেকাল,int̪ekal
রাসূূূলুল্লাহ,raʃu͡u̯ulullah
ইতেকাফ,it̪ekapʰ
স্ত্রীরা,st̪rira
মাতৃগর্ভ,mat̪rigɔrbʱo
সংঘষের্র,ʃɔŋgʱoʃerro
রাজিন,raɟin
বখাটে,bɔkʰate
টো,to
নাভারনবাজারে,nabʱaronbaɟare
মাহিরন,mahirɔn
কুলচারা,kulcara
বলতেও,bolt̪e͡o̯
অস্ত্রবহনকারী,ɔst̪robɔhonkari
আহবাবের,ahobaber
আহবাব,ahobab
জুরাছড়িতে,ɟuracʰoɽit̪e
অরবিন্দু,ɔrbind̪u
চাকমাকে,cakmake
কী,ki
বারানসিতে,baranʃit̪e
অখিলেশ,ɔkʰileʃ
গান্ধী,gand̪ʱi
নৈরাজ্য,no͡i̯raɟɟo
শক্তিমত্তার,ʃɔkt̪imɔt̪t̪ar
হেডকোয়ার্টারের,hedkoʷartarer
প্রতিবেশীরাই,prot̪ibeʃira͡i̯
প্রথম,prot̪ʰom
আহ্লাদিত,ahlad̪it̪o
ফাউলের,pʰa͡u̯ler
বাবা-মাকেও,baba-make͡o̯
দুর্নীতিটা,d̪urnit̪ita
চেপে,cepe
কেনাই,kena͡i̯
ঝুলাতে,ɟʱulat̪e
২৮মে,28me
খালেদা,kʰaled̪a
নয়ার,nɔʲar
যারহাদ,ɟarhad̪
রওশনারা,rɔ͡o̯ʃonara
রামেকের,rameker
অর্থেরও,ɔrt̪ʰero
১৬২,162
হাড্ডাহাড্ডি,haddahaddi
৩০-২৭,30-27
হাওবম,ha͡o̯bom
মাকসুদ,makʃud̪
বিনির্মাণের,binirmaner
প্রজন্ম-,proɟɔnmo-
স্বাস্থ্যবান,ʃast̪ʰoban
ইনস্টিটিউটের,inoʃtiti͡u̯ter
আরাফাতা,arapʰat̪a
জনি,ɟoni
তৌহিদুজ্জামান,t̪o͡u̯hid̪uɟɟaman
তৈরি,t̪o͡i̯ri
সাজঘর,ʃaɟgʱɔr
বোঝাবুঝি,boɟʱabuɟʱi
আফ্রিদির,apʰrid̪ir
বাটরা,batra
নির্মাণশৈলী,nirmanʃo͡i̯li
ফেসবুকসহ,pʰesbukʃɔho
নবরাত্রী,nɔborat̪ri
ক্রিয়েশন,kriʲeʃon
দুসপ্তহের,d̪uʃpt̪oher
অনুসন্ধানকালে,onuʃɔnd̪ʱankale
চিত্রই,cit̪ro͡i̯
ভারোত্তোলকরা,bʱarot̪t̪olkɔra
উদ্বাস্তুর,ud̪bast̪ur
লাখে,lakʰe
ডেডবডি,dedbɔdi
সাহাদাৎ,ʃahad̪at̪
কথামালার,kɔt̪ʰamalar
শিল্পাচার্য,ʃilpacarɟo
টেনের,tener
স্বরাষ্ট্রমন্ত্রীও,ʃɔraʃtromɔnt̪ri͡o̯
কুড়িগ্রামে,kuɽigrame
দাদামোড়ের,d̪ad̪amoɽer
আটকানো,atkano
মিয়ারচরে,miʲarcore
পানিও,pani͡o̯
আইওসি,a͡i̯osi
অনুমোদনক্রমে,onumod̪onkrome
৭৬৪,764
ডেনিস,deniʃ
লিলির,lilir
ফখরুদ্দীন,pʰokʰorud̪d̪in
সফরসঙ্গী,ʃɔpʰroʃɔŋgi
জেপি,ɟepi
সালাহউদ্দিন,salahud̪d̪in
শুনেছিলাম,ʃunecʰilam
মহিপুরের,mohipurer
হাব্বান,habban
মুখথুবড়ে,mukʰt̪ʰubɽe
যৌনহয়রানির,ɟo͡u̯uhɔʲranir
ইটভাটাকে,itbʱatake
এয়ারক্রাফট,eʲarkrapʰt
বিলাসিতা,bilaʃit̪a
দাবিয়ে,d̪abiʲe
যুদ্ধবিমানের,ɟud̪d̪ʱobimaner
আইন-কানুনের,a͡i̯n-kanuner
ফাঁড়িতেই,pʰãɽit̪e͡i̯
ফ্লাইওভারটির,pʰla͡i̯obʱartir
৭৫২টি,752ti
সুন্দরী,ʃund̪ori
টেবিলে,tebile
যখন-তখন,ɟɔkʰon-t̪ɔkʰɔn
উত্তরসূরি,ut̪t̪ɔrʃuri
পল্লবীর,pollobir
প্রতীক্ষিত,prot̪ikkʰit̪o
নয়নেতুমি,nɔʲonet̪umi
হয়েছো,hoʲecʰo
গোপনেআর,goponear
ডাস্টবিনে,dastobine
খোঁজেকুকুরের,kʰe͡ã̯ɟekukurer
মাঝেতোমার,maɟʱet̪omar
খেদিরার,kʰed̪irar
রুগানি,rugani
পিয়ানিচ,piʲanic
৮০০,800
লজিস্টিক,lɔɟistik
চুক্তির,cukt̪ir
মনোনয়নবঞ্চিত,mononɔʲonbɔncit̪o
আরফানুল,arpʰanul
মহিষাপাড়ার,mohiʃapaɽar
আবাসভূমি,abaʃbʱumi
ভাগনে,bʱagone
শেলি,ʃeli
খালেকুজ্জামান,kʰalekuɟɟaman
নিকুল,nikul
গণকবরগুলোর,gɔnokɔborgulor
হ্যামিলটন,hæmiltɔn
ঝুঁকিটা,ɟʱũkita
টেলর,telr
গোলযোগটি,golɟogti
মুসলমানদেরই,muʃɔlmand̪eri
চাচ্ছেন,caccʰen
ফরিদগঞ্জ-খাজুরিয়া,pʰorid̪gɔnɟɔ-kʰaɟuriʲa
আমিরাবাজার,amirabaɟar
গঙ্গাজলি,gɔŋgaɟɔli
জুয়াড়িদের,ɟuʷaɽid̪er
রেফারেন্স,repʰarens
ভদ্রলোকের,bʱɔd̪roloker
থানা-পুলিশের,t̪ʰana-puliʃer
আনন্দটুকু,anond̪otuku
বাড়াচ্ছেন,baɽaccʰen
গলদ,gɔlod̪
পরিকল্পনায়,porikɔlponaʲ
নিয়মগুলো,niʲomgulo
রামনাথপুর,ramnat̪ʰpur
দোলাপাড়া,d̪olapaɽa
বন্দুকে,bond̪uke
গায়কী,gaʲki
বিরুদ্ধেই,birud̪d̪ʱe͡i̯
সিআইয়ের,ʃi͡a̯͡i̯ʲer
ওয়ার্ল্ড,oʷarldo
বুক,buk
বিজলি,biɟoli
ছোটখাটো,cʰotokʰato
এভোরা,ebʱora
সেমিনারটিকে,ʃeminartike
নতুনবাজারের,not̪unbaɟarer
কারণটাও,karonta͡o̯
বান্ধবীদের,band̪ʱobid̪er
চাঁদখালি,cãd̪kʰali
পুলিশ-আনসার,puliʃ-anʃar
নাবিলা,nabila
নিকটাত্মীয়,niktat̪t̪iʲo
,
ভারপ্রাপ্ত,bʱarprapt̪o
মহিউদ্দিনকে,mohi͡u̯d̪d̪inke
আপনি,apni
স্থাবর-অস্থাবর,st̪ʰabɔr-ɔst̪ʰabɔr
সমপরিমাণে,ʃɔmoporimane
তাছাড়া,t̪acʰaɽa
সোডিয়াম,sodiʲam
নাইট্রাইটের,na͡i̯tra͡i̯ter
Msg,
সংরক্ষক,ʃɔŋrokkʰɔk
স্থূলতা,st̪ʰulɔt̪a
নিঃশেষিত,niʃʃeʃit̪o
মেট্রোরেলের,metroreler
বরারর,bɔraror
স্টুরিজ,sturiɟ
পূর্বাভাসও,purbabʱaʃo
সশস্ত্র,ʃɔʃost̪ro
এনবিপি,enobipi
ওএসপি,o͡e̯spi
বিসিজিএম,biʃiɟi͡e̯m
এনডিসি,endiʃi
পারলাম,parlam
অ্যান্ড্র–,ændro–
অর্ডের,ɔrder
বিজিপি,biɟipi
চ্য,cco
থ্যা,t̪æ
জ্য,ɟ
বিজিপি,biɟipi
রাস্তাঘাটে,rast̪agʱate
বেড়ীর,beɽir
আলমাসের,almaʃer
অভিনয়েই,obʱinʲe͡i̯
আর্টিলারি,artilari
রেজিমেন্ট,reɟiment
মারুফার,marupʰar
চাচী,caci
ঘোড়া,gʱoɽa
হাতিসহ,hat̪iʃɔho
পশু-পাখি,poʃu-pakʰi
হাক্কানি,hakkani
ইন্ডিয়া,indiʲa
ভার্সেস,bʱarses
হোয়াই,hoʲa͡i̯
কান্ট,kant
জাস্ট,ɟast
ফ্রেন্ডস,pʰrendoʃ
ইন্ডিয়াকে,indiʲake
২৬৪৮,2648
৪৮৫,485
মোহাম্মদ,mohammɔd̪
১৭সৌম্য,17ʃo͡u̯mmo
নেগি,negi
১২৪,124
স্কুল-কলেজ-মাদ্রাসাকে,skul-kɔleɟ-mad̪raʃake
মেস,meʃ
সেলুলয়েডের,ʃelulɔʲeder
রথী-মহারথীদের,rot̪ʰi-mɔhart̪ʰid̪er
উৎসবও,ut̪ʃɔbo
মহাযজ্ঞ,mohaɟoggo
স্বাধীনতাকামী,ʃad̪ʱinɔt̪akami
স্বয়ংসম্পূর্ণ,ʃʲɔŋʃɔmpurno
ওয়েডসন,oʲedʃɔn
আনসেলমি,anʃelomi
ব্যঙ্গবিদ্রূপাত্মক,bæŋgobid̪rupat̪t̪ok
কৌতুকবোধ,ko͡u̯t̪ukbod̪ʱ
রসিকতার,roʃikɔt̪ar
অন্যায়কারী,ɔnnaʲkari
ঘৃণার,gʱrinar
মিজানুরের,miɟanurer
যাইনি,ɟa͡i̯ni
মাতালও,mat̪alo
সাজছে,ʃaɟcʰe
সফরজুড়ে,ʃɔpʰrɟuɽe
ভোগাচ্ছে,bʱogaccʰe
ঊরুর,urur
ম্যাসন,mæʃon
লাইসেন্সকৃত,la͡i̯senskrit̪o
দাহ্য,d̪aɟɟʱo
১১১,111
কুশীলবদের,kuʃilbd̪er
বিএনপি-আওয়ামী,bi͡e̯npi-a͡o̯ʷami
এক,æk
তালিকানুযায়ী,t̪alikanuɟaʲi
একাদশেও,ækad̪ʃe͡o̯
ঢুকতেপারেন,dʱukt̪eparen
অলরাউন্ডার,ɔlora͡u̯ndar
খদ্দেরসহ,kʰɔd̪d̪erʃɔho
লোক-,lok-
বাক্যে,bakke
পদক,pɔd̪ok
বিশেষ্য,biʃeʃʃo
