Index,District,External_ID,Contents,ipa,new_ipa
7247,Tangail,rec_19_audio_20.wav,সম্পর্ক গড়া-গড়ি।,ʃɔmporko gɔɽa-goɽi।,ʃɔmporko gɔɽa-goɽi।
7248,Tangail,rec_19_audio_20.wav,ছুইটা গেলে এহন আর কি করা যাবো?,cʰu͡i̯ta gele ehon ar ki kɔra ɟabo?,cʰu͡i̯ta gele ehon ar ki kɔra ɟabo?
7249,Tangail,rec_19_audio_21.wav,এহন ও আসলেই বিয়া দিবার পারবো?,ehon o aʃole͡i̯ biʲa d̪ibar parbo?,ehon o aʃole͡i̯ biʲa d̪ibar parbo?
7250,Tangail,rec_19_audio_21.wav,অগ্রাণে বিয়া করবার পারবো?,ɔgrane biʲa korbar parbo?,ɔgrane biʲa korbar parbo?
7251,Tangail,rec_19_audio_21.wav,এতোটুক কেরা পাইয়া মেয়া এখন?,et̪otuk kera pa͡i̯ʲa meʲa ækʰon?,et̪otuk kera pa͡i̯ʲa meʲa ækʰon?
7252,Tangail,rec_19_audio_22.wav,সুবিধা-অসুবিধা বুঝবা না?, -ɔʃubid̪ʱa buɟʱba na?,ʃubid̪ʱa-অসুবিধা buɟʱba na?
7253,Tangail,rec_19_audio_22.wav,মেয়েডার বাপে অসুস্থ।,meʲedar bape ɔʃust̪ʰo।,meʲedar bape ɔʃust̪ʰo।
7254,Tangail,rec_19_audio_22.wav,এতো বড় কথা আমরা জানাইয়া দিচ্ছি।,et̪o bɔɽo kɔt̪ʰa amra ɟana͡i̯ʲa d̪iccʰi।,et̪o bɔɽo kɔt̪ʰa amra ɟana͡i̯ʲa d̪iccʰi।
7255,Tangail,rec_19_audio_22.wav,কী হবো না হবো কিজানি কিছু তাগোরে ইয়া নাই?,ki hɔbo na hɔbo kiɟani kicʰu t̪agore iʲa na͡i̯?,ki hɔbo na hɔbo kiɟani kicʰu t̪agore iʲa na͡i̯?
7256,Tangail,rec_19_audio_22.wav,তাগোর এই গরমেই তারা অস্থির।,t̪agor e͡i̯ gɔrme͡i̯ t̪ara ɔst̪ʰir।,t̪agor e͡i̯ gɔrme͡i̯ t̪ara ɔst̪ʰir।
7257,Tangail,rec_19_audio_22.wav,তাইলে আর কি কমু?,t̪a͡i̯le ar ki komu?,t̪a͡i̯le ar ki komu?
7258,Tangail,rec_19_audio_23.wav,হ্যালো ভাই।,hælo bʱa͡i̯।,hælo bʱa͡i̯।
7259,Tangail,rec_19_audio_23.wav,<>,<>,<>
7260,Tangail,rec_19_audio_24.wav,প্রেম-পীত্তির কাহিনি হুনলে এহনকার ছেলে-মেয়েরা কেউ লজ্জা করে না বাপ-মার কাছে।, -pit̪t̪ir kahini hunle ehonkar cʰele-meʲera ke͡u̯ lɔɟɟa kore na bap-mar kacʰe।,prem-পীত্তির kahini hunle ehonkar cʰele-meʲera ke͡u̯ lɔɟɟa kore na bap-mar kacʰe।
7261,Tangail,rec_19_audio_24.wav,জানো তো?,ɟano t̪o?,ɟano t̪o?
7262,Tangail,rec_19_audio_24.wav,জানাইয়া দিয়াই দেইক।,ɟana͡i̯ʲa d̪iʲa͡i̯ d̪e͡i̯k।,ɟana͡i̯ʲa d̪iʲa͡i̯ d̪e͡i̯k।
7263,Tangail,rec_19_audio_24.wav,জানোই তো?,ɟano͡i̯ t̪o?,ɟano͡i̯ t̪o?
7264,Tangail,rec_19_audio_24.wav,প্রেম-পীত্তির কোনো কাহিনিই নাই।, -pit̪t̪ir kono kahini͡i̯ na͡i̯।,prem-পীত্তির kono kahini͡i̯ na͡i̯।
7265,Tangail,rec_19_audio_25.wav,"আমিও কইছি যে, তোর কি কোনো সম্পর্ক আছে?","ami͡o̯ ko͡i̯cʰi ɟe, t̪or ki kono ʃɔmporko acʰe?","ami͡o̯ ko͡i̯cʰi ɟe, t̪or ki kono ʃɔmporko acʰe?"
7266,Tangail,rec_19_audio_25.wav,তুই কি তারে জানাইছোস ছেলে <> কি করতে?,t̪u͡i̯ ki t̪are ɟana͡i̯cʰoʃ cʰele <> ki kort̪e?,t̪u͡i̯ ki t̪are ɟana͡i̯cʰoʃ cʰele <> ki kort̪e?
7267,Tangail,rec_19_audio_25.wav,যুদি অয়?,ɟud̪i ɔʲ?,ɟud̪i ɔʲ?
7268,Tangail,rec_19_audio_25.wav,না।,na।,na।
7269,Tangail,rec_19_audio_25.wav,অইতি আটকাইলো না <> ওর কোনো সম্পর্ক আছে?,ɔ͡i̯t̪i atka͡i̯lo na <> or kono ʃɔmporko acʰe?,ɔ͡i̯t̪i atka͡i̯lo na <> or kono ʃɔmporko acʰe?
7270,Tangail,rec_19_audio_25.wav,সেইগ্লা কিছু জানাইছে?,ʃe͡i̯gla kicʰu ɟana͡i̯cʰe?,ʃe͡i̯gla kicʰu ɟana͡i̯cʰe?
7271,Tangail,rec_19_audio_25.wav,নাহ।,nah।,nah।
7272,Tangail,rec_19_audio_25.wav,এইগ্লা কোন বিচুই না।,e͡i̯gla kon bicu͡i̯ na।,e͡i̯gla kon bicu͡i̯ na।
7273,Tangail,rec_19_audio_25.wav,ইকটু সময় চাইছে এইডাই বড় কথা।,iktu ʃɔmɔʲ ca͡i̯cʰe e͡i̯da͡i̯ bɔɽo kɔt̪ʰa।,iktu ʃɔmɔʲ ca͡i̯cʰe e͡i̯da͡i̯ bɔɽo kɔt̪ʰa।
7274,Tangail,rec_19_audio_25.wav,"ই দাও, ই দাও গরমসলা দাও।","i d̪a͡o̯, i d̪a͡o̯ gɔrmoʃɔla d̪a͡o̯।","i d̪a͡o̯, i d̪a͡o̯ gɔrmoʃɔla d̪a͡o̯।"
7275,Tangail,rec_19_audio_26.wav,ইকটু সুময় চাইছে এইডাই বড় কথা অইয়া গেছে।,iktu ʃumɔʲ ca͡i̯cʰe e͡i̯da͡i̯ bɔɽo kɔt̪ʰa ɔ͡i̯ʲa gecʰe।,iktu ʃumɔʲ ca͡i̯cʰe e͡i̯da͡i̯ bɔɽo kɔt̪ʰa ɔ͡i̯ʲa gecʰe।
7276,Tangail,rec_19_audio_26.wav,বুঝছো?,buɟʱcʰo?,buɟʱcʰo?
7277,Tangail,rec_19_audio_26.wav,হুম।,hum।,hum।
7278,Tangail,rec_19_audio_26.wav,আর কিছুই না।,ar kicʰu͡i̯ na।,ar kicʰu͡i̯ na।
7279,Tangail,rec_19_audio_26.wav,<> আইজকা তো পা,<> a͡i̯ɟka t̪o pa,<> a͡i̯ɟka t̪o pa
7280,Tangail,rec_19_audio_27.wav,পাকা পাকা।,paka paka।,paka paka।
7281,Tangail,rec_19_audio_27.wav,এমনিই তো ঘোনো অইয়া গেছে।,emni͡i̯ t̪o gʱono ɔ͡i̯ʲa gecʰe।,emni͡i̯ t̪o gʱono ɔ͡i̯ʲa gecʰe।
7282,Tangail,rec_19_audio_27.wav,উইযে বাতি হ বাতি শা পিঠাডি <> আইজকা।,u͡i̯ɟe bat̪i ho bat̪i ʃa pitʰadi <> a͡i̯ɟka।,u͡i̯ɟe bat̪i ho bat̪i ʃa pitʰadi <> a͡i̯ɟka।
7283,Tangail,rec_19_audio_27.wav,<> ওয়েট করি।,<> oʲet kori।,<> oʲet kori।
7284,Tangail,rec_19_audio_27.wav,কো?,ko?,ko?
7285,Tangail,rec_19_audio_27.wav,<> ভাই?,<> bʱa͡i̯?,<> bʱa͡i̯?
7286,Tangail,rec_19_audio_27.wav,উইয়ে রশাদ নামায় হালাও।,u͡i̯ʲe rɔʃad̪ namaʲ hala͡o̯।,u͡i̯ʲe rɔʃad̪ namaʲ hala͡o̯।
7287,Tangail,rec_19_audio_27.wav,অইয়া গেছে গা বান।,ɔ͡i̯ʲa gecʰe ga ban।,ɔ͡i̯ʲa gecʰe ga ban।
7288,Tangail,rec_19_audio_27.wav,ঘি দেও।,gʱi d̪e͡o̯।,gʱi d̪e͡o̯।
7289,Tangail,rec_19_audio_27.wav,ঘি দিয়া নামায়া হালাও।,gʱi d̪iʲa namaʲa hala͡o̯।,gʱi d̪iʲa namaʲa hala͡o̯।
7290,Tangail,rec_19_audio_28.wav,<> কতো সময় মানুষের এদিক-ওদিক দিয়া যায় আর এইটুক কথা,<> kɔt̪o ʃɔmɔʲ manuʃer ed̪ik-od̪ik d̪iʲa ɟaʲ ar e͡i̯tuk kɔt̪ʰa,<> kɔt̪o ʃɔmɔʲ manuʃer ed̪ik-od̪ik d̪iʲa ɟaʲ ar e͡i̯tuk kɔt̪ʰa
7291,Tangail,rec_19_audio_29.wav,<> কাইটা যাবো গা না?,<> ka͡i̯ta ɟabo ga na?,<> ka͡i̯ta ɟabo ga na?
7292,Tangail,rec_19_audio_29.wav,<> এদ্দুল্লা বৃষ্টি অয় নাই।,<> ed̪d̪ulla briʃti ɔʲ na͡i̯।,<> ed̪d̪ulla briʃti ɔʲ na͡i̯।
7293,Tangail,rec_19_audio_29.wav,"অয়ও কথা ছাড়ে না, হে তারাও কথা ছাড়ে না।","ɔʲo kɔt̪ʰa cʰaɽe na, he t̪ara͡o̯ kɔt̪ʰa cʰaɽe na।","ɔʲo kɔt̪ʰa cʰaɽe na, he t̪ara͡o̯ kɔt̪ʰa cʰaɽe na।"
7294,Tangail,rec_19_audio_29.wav,বিকালে মোবাইল বন্ধ কইরা <>,bikale moba͡i̯l bond̪ʱo ko͡i̯ra <>,bikale moba͡i̯l bond̪ʱo ko͡i̯ra <>
7295,Tangail,rec_19_audio_30.wav,<> বিয়া ভাইঙ্গা দিছে এক কুথায়।,<> biʲa bʱa͡i̯ŋga d̪icʰe æk kut̪ʰaʲ।,<> biʲa bʱa͡i̯ŋga d̪icʰe æk kut̪ʰaʲ।
7296,Tangail,rec_19_audio_30.wav,ভালো অইছে।,bʱalo e͡i̯cʰe।,bʱalo e͡i̯cʰe।
7297,Tangail,rec_19_audio_30.wav,পরে সমস্যা অওয়ার থেকে,pɔre ʃɔmoʃʃa ɔ͡o̯ʷar t̪ʰeke,pɔre ʃɔmoʃʃa ɔ͡o̯ʷar t̪ʰeke
7298,Tangail,rec_19_audio_31.wav,এখন অই সিটি <>।,ækʰon ɔ͡i̯ siti <>।,ækʰon ɔ͡i̯ siti <>।
7299,Tangail,rec_19_audio_31.wav,<> টিফুর পুলা।,<> tipʰur pula।,<> tipʰur pula।
7300,Tangail,rec_19_audio_31.wav,এ পানি <> তোমরা।,e pani <> t̪omra।,e pani <> t̪omra।
7301,Tangail,rec_19_audio_31.wav,আমরা যেইখানে আছি সেখানেই দৌড় পাইরা যাও গা।,amra ɟe͡i̯kʰane acʰi ʃekʰane͡i̯ d̪o͡u̯ɽ pa͡i̯ra ɟa͡o̯ ga।,amra ɟe͡i̯kʰane acʰi ʃekʰane͡i̯ d̪o͡u̯ɽ pa͡i̯ra ɟa͡o̯ ga।
7302,Tangail,rec_19_audio_32.wav,চাইলেই কি আর সবকিছু হয়?,ca͡i̯le͡i̯ ki ar ʃɔbkicʰu hɔʲ?,ca͡i̯le͡i̯ ki ar ʃɔbkicʰu hɔʲ?
7303,Tangail,rec_19_audio_32.wav,ঝর্ণা <> দিদা অইছি হাইস্কুলে ভর্তি অবো হাইস্কুলে ই করবো চাকরি করবো।,ɟʱɔrna <> d̪id̪a e͡i̯cʰi ha͡i̯skule bʱɔrt̪i ɔbo ha͡i̯skule i korbo cakri korbo।,ɟʱɔrna <> d̪id̪a e͡i̯cʰi ha͡i̯skule bʱɔrt̪i ɔbo ha͡i̯skule i korbo cakri korbo।
7304,Tangail,rec_19_audio_32.wav,না।,na।,na।
7305,Tangail,rec_19_audio_32.wav,ওউদু থু।,o͡u̯d̪u t̪ʰu।,o͡u̯d̪u t̪ʰu।
7306,Tangail,rec_19_audio_32.wav,হাইস্কুলে চাকরি করবো দেইলীর হাতে।,ha͡i̯skule cakri korbo d̪e͡i̯lir hat̪e।,ha͡i̯skule cakri korbo d̪e͡i̯lir hat̪e।
7307,Tangail,rec_19_audio_32.wav,মাস্টার্স কমপ্লিট হ্যার?,mastars kɔmplit hær?,mastars kɔmplit hær?
7308,Tangail,rec_19_audio_32.wav,চিনি দেও তো উদাই খুইলা।,cini d̪e͡o̯ t̪o ud̪a͡i̯ kʰu͡i̯la।,cini d̪e͡o̯ t̪o ud̪a͡i̯ kʰu͡i̯la।
7309,Tangail,rec_19_audio_32.wav,ও ইস্কুলে চাকরি কইরা পারবো?,o iskule cakri ko͡i̯ra parbo?,o iskule cakri ko͡i̯ra parbo?
7310,Tangail,rec_19_audio_32.wav,মাস্টার্স কমপ্লিট <>,mastars kɔmplit <>,mastars kɔmplit <>
7311,Tangail,rec_19_audio_33.wav,"<> হ্যাঁ থাইক, থাইক, থাইক, থাইক, থাইক, থাইক।","<> hæ̃ t̪ʰa͡i̯k, t̪ʰa͡i̯k, t̪ʰa͡i̯k, t̪ʰa͡i̯k, t̪ʰa͡i̯k, t̪ʰa͡i̯k।","<> hæ̃ t̪ʰa͡i̯k, t̪ʰa͡i̯k, t̪ʰa͡i̯k, t̪ʰa͡i̯k, t̪ʰa͡i̯k, t̪ʰa͡i̯k।"
7312,Tangail,rec_19_audio_33.wav,<> না আরিকটু রাখমু?,<> na ariktu rakʰmu?,<> na ariktu rakʰmu?
7313,Tangail,rec_19_audio_33.wav,<> এইন্না দিয়াই খাওয়া কিন্তু আরিকটু রাখমু নাকি কও।,<> e͡i̯nna d̪iʲa͡i̯ kʰa͡o̯ʷa kint̪u ariktu rakʰmu naki kɔ͡o̯।,<> e͡i̯nna d̪iʲa͡i̯ kʰa͡o̯ʷa kint̪u ariktu rakʰmu naki kɔ͡o̯।
7314,Tangail,rec_19_audio_33.wav,ক্যা দুধ?,kæ d̪ud̪ʱ?,kæ d̪ud̪ʱ?
7315,Tangail,rec_19_audio_33.wav,দুধ আছে এইযে এই বেলাও তো খাওয়া।,d̪ud̪ʱ acʰe e͡i̯ɟe e͡i̯ bela͡o̯ t̪o kʰa͡o̯ʷa।,d̪ud̪ʱ acʰe e͡i̯ɟe e͡i̯ bela͡o̯ t̪o kʰa͡o̯ʷa।
7316,Tangail,rec_19_audio_33.wav,ও ওইত্তো।,o o͡i̯t̪t̪o।,o o͡i̯t̪t̪o।
7317,Tangail,rec_19_audio_33.wav,ডাইল-ডুইল তো নাই।, -du͡i̯l t̪o na͡i̯।,da͡i̯l-ডুইল t̪o na͡i̯।
7318,Tangail,rec_19_audio_33.wav,<> এর নিগাই তো কইতাছি আর শুকাইয়ো না।,<> er niga͡i̯ t̪o ko͡i̯t̪acʰi ar ʃuka͡i̯ʲo na।,<> er niga͡i̯ t̪o ko͡i̯t̪acʰi ar ʃuka͡i̯ʲo na।
7319,Tangail,rec_19_audio_33.wav,"<> দেও, দেও, দেও চিনি দেও।","<> d̪e͡o̯, d̪e͡o̯, d̪e͡o̯ cini d̪e͡o̯।","<> d̪e͡o̯, d̪e͡o̯, d̪e͡o̯ cini d̪e͡o̯।"
7320,Tangail,rec_19_audio_34.wav,থওচিনা।,t̪ʰo͡o̯cina।,t̪ʰo͡o̯cina।
7321,Tangail,rec_19_audio_34.wav,<> আরো দিমু?,<> aro d̪imu?,<> aro d̪imu?
7322,Tangail,rec_19_audio_34.wav,আরো দিমু চিনি?,aro d̪imu cini?,aro d̪imu cini?
7323,Tangail,rec_19_audio_34.wav,নামাইয়া সাইড়া চিনিডা দিলেও গইলা যাবো গা।,nama͡i̯ʲa ʃa͡i̯ɽa cinida d̪ile͡o̯ gila ɟabo ga।,nama͡i̯ʲa ʃa͡i̯ɽa cinida d̪ile͡o̯ gila ɟabo ga।
7324,Tangail,rec_19_audio_34.wav,শুখায় গেলে একবারে আঁটোআঁটো চাইজা রাখবা দিঙ্গে।,ʃukʰaʲ gele ækbare ãto͡ã̯to ca͡i̯ɟa rakʰba d̪iŋge।,ʃukʰaʲ gele ækbare ãto͡ã̯to ca͡i̯ɟa rakʰba d̪iŋge।
7325,Tangail,rec_19_audio_35.wav,<> নামাবার চাইলে খুনতিডা দিয়া নাড়া-চাড়া দেও গইলা যাবো নি গা।,<> namabar ca͡i̯le kʰunt̪ida d̪iʲa naɽa-caɽa d̪e͡o̯ gila ɟabo ni ga।,<> namabar ca͡i̯le kʰunt̪ida d̪iʲa naɽa-caɽa d̪e͡o̯ gila ɟabo ni ga।
7326,Tangail,rec_19_audio_35.wav,<>,<>,<>
7327,Tangail,rec_19_audio_36_chunk_0.wav,<>,<>,<>
7328,Tangail,rec_19_audio_36_chunk_1.wav,<>,<>,<>
7329,Tangail,rec_19_audio_37.wav,"দ্যাহো, চিন্তাভাবনা করো যদি কালকে সকালে যাওয়া যায় ওইডাই ভালো অয়।","d̪æho, cint̪abʱabna koro ɟod̪i kaloke ʃɔkale ɟa͡o̯ʷa ɟaʲ o͡i̯da͡i̯ bʱalo ɔʲ।","d̪æho, cint̪abʱabna koro ɟod̪i kaloke ʃɔkale ɟa͡o̯ʷa ɟaʲ o͡i̯da͡i̯ bʱalo ɔʲ।"
7330,Tangail,rec_19_audio_37.wav,ক্যা?,kæ?,kæ?
7331,Tangail,rec_19_audio_37.wav,কি কুত্তার সাতে লাইগছো নাকি?,ki kut̪t̪ar ʃat̪e la͡i̯gcʰo naki?,ki kut̪t̪ar ʃat̪e la͡i̯gcʰo naki?
7332,Tangail,rec_19_audio_37.wav,"ক্যা কাইলকা সকালে ক্যা, বাবা?","kæ ka͡i̯lka ʃɔkale kæ, baba?","kæ ka͡i̯lka ʃɔkale kæ, baba?"
7333,Tangail,rec_19_audio_37.wav,"হ, মাইর দিই।","ho, ma͡i̯r d̪i͡i̯।","ho, ma͡i̯r d̪i͡i̯।"
7334,Tangail,rec_19_audio_37.wav,কামুড় দিছে?,kamuɽ d̪icʰe?,kamuɽ d̪icʰe?
7335,Tangail,rec_19_audio_37.wav,"না, দেয় নাই।","na, d̪eʲ na͡i̯।","na, d̪eʲ na͡i̯।"
7336,Tangail,rec_19_audio_37.wav,কামুড় দিলেই চৈইদ্দটা ইনজেকশন।,kamuɽ d̪ile͡i̯ co͡i̯id̪d̪ota inɟekʃon।,kamuɽ d̪ile͡i̯ co͡i̯id̪d̪ota inɟekʃon।
7337,Tangail,rec_19_audio_37.wav,কাইলকা সকালে ক্যা?,ka͡i̯lka ʃɔkale kæ?,ka͡i̯lka ʃɔkale kæ?
7338,Tangail,rec_19_audio_37.wav,আইজকাই যাইগা বিকালের <> ঠান্ডায় ঠান্ডায়।,a͡i̯ɟka͡i̯ ɟa͡i̯ga bikaler <> tʰandaʲ tʰandaʲ।,a͡i̯ɟka͡i̯ ɟa͡i̯ga bikaler <> tʰandaʲ tʰandaʲ।
7339,Tangail,rec_19_audio_37.wav,<>,<>,<>
7340,Tangail,rec_19_audio_38.wav,<> কালকে সকালে ঘুমে থিকা উইঠা গেলাম গা।,<> kaloke ʃɔkale gʱume t̪ʰika u͡i̯tʰa gelam ga।,<> kaloke ʃɔkale gʱume t̪ʰika u͡i̯tʰa gelam ga।
7341,Tangail,rec_19_audio_38.wav,না রে বাবা।,na re baba।,na re baba।
7342,Tangail,rec_19_audio_38.wav,উইতো এহানে যাইতে লাগবোই দেড়-দুই ঘন্টা।,u͡i̯t̪o ehane ɟa͡i̯t̪e lagbo͡i̯ d̪eɽ-d̪u͡i̯ gʱɔnta।,u͡i̯t̪o ehane ɟa͡i̯t̪e lagbo͡i̯ d̪eɽ-d̪u͡i̯ gʱɔnta।
7343,Tangail,rec_19_audio_38.wav,"এইযে, এডা অন করি?","e͡i̯ɟe, eda ɔn kori?","e͡i̯ɟe, eda ɔn kori?"
7344,Tangail,rec_19_audio_38.wav,না।,na।,na।
7345,Tangail,rec_19_audio_38.wav,গ্যাস অন করোন যাবো না।,gæʃ ɔn kɔron ɟabo na।,gæʃ ɔn kɔron ɟabo na।
7346,Tangail,rec_19_audio_38.wav,মাথা ঠিক আছে?,mat̪ʰa tʰik acʰe?,mat̪ʰa tʰik acʰe?
7347,Tangail,rec_19_audio_38.wav,হায় হায় গ্যাস।,haʲ haʲ gæʃ।,haʲ haʲ gæʃ।
7348,Tangail,rec_19_audio_38.wav,হ্যাঁ?,hæ̃?,hæ̃?
7349,Tangail,rec_19_audio_38.wav,গ্যাস ইডা।,gæʃ ida।,gæʃ ida।
7350,Tangail,rec_19_audio_38.wav,মাথা ঠিক আছে?,mat̪ʰa tʰik acʰe?,mat̪ʰa tʰik acʰe?
7351,Tangail,rec_19_audio_38.wav,ইট্টু আগে আমি অন করছিলাম।,ittu age ami ɔn korcʰilam।,ittu age ami ɔn korcʰilam।
7352,Tangail,rec_19_audio_38.wav,ব্রাস্ট অইয়া যাবো গা।,brast ɔ͡i̯ʲa ɟabo ga।,brast ɔ͡i̯ʲa ɟabo ga।
7353,Tangail,rec_19_audio_39.wav,মাথা ঠিক আছে?,mat̪ʰa tʰik acʰe?,mat̪ʰa tʰik acʰe?
7354,Tangail,rec_19_audio_39.wav,না।,na।,na।
7355,Tangail,rec_19_audio_39.wav,হৃদয় ওডা আটকাইয়া ওইদিকে থও।,rid̪ɔʲ oda atka͡i̯ʲa o͡i̯d̪ike t̪ʰɔ͡o̯।,rid̪ɔʲ oda atka͡i̯ʲa o͡i̯d̪ike t̪ʰɔ͡o̯।
7356,Tangail,rec_19_audio_39.wav,<> লিচু আছে নাকি দ্যাহো গা চ্যান খাও গা যাও।,<> licu acʰe naki d̪æho ga cæn kʰa͡o̯ ga ɟa͡o̯।,<> licu acʰe naki d̪æho ga cæn kʰa͡o̯ ga ɟa͡o̯।
7357,Tangail,rec_19_audio_39.wav,আইচ্ছা।,a͡i̯ccʰa।,a͡i̯ccʰa।
7358,Tangail,rec_19_audio_39.wav,লিচু দিবা <>,licu d̪iba <>,licu d̪iba <>
7359,Tangail,rec_19_audio_40.wav,দিও না।,d̪i͡o̯ na।,d̪i͡o̯ na।
7360,Tangail,rec_19_audio_40.wav,শুখায় গেলো গা।,ʃukʰaʲ gelo ga।,ʃukʰaʲ gelo ga।
7361,Tangail,rec_19_audio_40.wav,<> চাইল দিয়া দেও চাইলে।,<> ca͡i̯l d̪iʲa d̪e͡o̯ ca͡i̯le।,<> ca͡i̯l d̪iʲa d̪e͡o̯ ca͡i̯le।
7362,Tangail,rec_19_audio_40.wav,একটা কাজ করতেছি তো এই জন্য বললাম।,ækta kaɟ kort̪ecʰi t̪o e͡i̯ ɟonno bollam।,ækta kaɟ kort̪ecʰi t̪o e͡i̯ ɟonno bollam।
7363,Tangail,rec_19_audio_40.wav,আজকের দিনটা থাকা লাগবো বাসায়।,aɟoker d̪inta t̪ʰaka lagbo baʃaʲ।,aɟoker d̪inta t̪ʰaka lagbo baʃaʲ।
7364,Tangail,rec_19_audio_41.wav,কালকে সকালে যাই।,kaloke ʃɔkale ɟa͡i̯।,kaloke ʃɔkale ɟa͡i̯।
7365,Tangail,rec_19_audio_41.wav,হ্যাঁ?,hæ̃?,hæ̃?
7366,Tangail,rec_19_small_audio_0.wav,মিঠা দিছো?,mitʰa d̪icʰo?,mitʰa d̪icʰo?
7367,Tangail,rec_19_small_audio_0.wav,<> মিঠা বানি দেওয়া লাগবো না আইজকা।,<> mitʰa bani d̪e͡o̯ʷa lagbo na a͡i̯ɟka।,<> mitʰa bani d̪e͡o̯ʷa lagbo na a͡i̯ɟka।
7368,Tangail,rec_19_small_audio_0.wav,মিষ্টি লাগে।,miʃti lage।,miʃti lage।
7369,Tangail,rec_19_small_audio_1.wav,<> এক সেরে কতোটুক জল দিমু?,<> æk ʃere kɔt̪otuk ɟɔl d̪imu?,<> æk ʃere kɔt̪otuk ɟɔl d̪imu?
7370,Tangail,rec_19_small_audio_1.wav,দেও জল দেও।,d̪e͡o̯ ɟɔl d̪e͡o̯।,d̪e͡o̯ ɟɔl d̪e͡o̯।
7371,Tangail,rec_19_small_audio_1.wav,আঙ্গুলে কড় মাইপা দেওন <>,aŋgule kɔɽ ma͡i̯pa d̪æ͡o̯n <>,aŋgule kɔɽ ma͡i̯pa d̪æ͡o̯n <>
7372,Tangail,rec_19_small_audio_2.wav,"আচ্ছা, সমস্যা নাই আমার।","accʰa, ʃɔmoʃʃa na͡i̯ amar।","accʰa, ʃɔmoʃʃa na͡i̯ amar।"
7373,Tangail,rec_19_small_audio_2.wav,আমার শইল ভালো ঠেকলে আমি নাও যাইতে পারি।,amar ʃo͡i̯l bʱalo tʰekle ami na͡o̯ ɟa͡i̯t̪e pari।,amar ʃo͡i̯l bʱalo tʰekle ami na͡o̯ ɟa͡i̯t̪e pari।
7374,Tangail,rec_19_small_audio_2.wav,তারও কোনো গেরান্ঠি নাই।,t̪aro kono gerantʰi na͡i̯।,t̪aro kono gerantʰi na͡i̯।
7375,Tangail,rec_20_audio_0.wav,না।,na।,na।
7376,Tangail,rec_20_audio_0.wav,ঠিকভাবে বলতে অবো।,tʰikbʱabe bolt̪e ɔbo।,tʰikbʱabe bolt̪e ɔbo।
7377,Tangail,rec_20_audio_0.wav,"বইল-টইল পাই না, শইল জানি কিবা ঠেকে <>।","bo͡i̯l-til pa͡i̯ na, ʃo͡i̯l ɟani kiba tʰeke <>।","bo͡i̯l-til pa͡i̯ na, ʃo͡i̯l ɟani kiba tʰeke <>।"
7378,Tangail,rec_20_audio_0.wav,বল পাওনা সেইডা আলাদা বিষয় কিন্তু।,bɔl pa͡o̯na ʃe͡i̯da alad̪a biʃɔʲ kint̪u।,bɔl pa͡o̯na ʃe͡i̯da alad̪a biʃɔʲ kint̪u।
7379,Tangail,rec_20_audio_0.wav,<> এইযে শুইয়া আছিলাম।,<> e͡i̯ɟe ʃu͡i̯ʲa acʰilam।,<> e͡i̯ɟe ʃu͡i̯ʲa acʰilam।
7380,Tangail,rec_20_audio_0.wav,তোমার  শইল পইড়া যাবো গা আমি জানি।,t̪omar  ʃo͡i̯l po͡i̯ɽa ɟabo ga ami ɟani।,t̪omar  ʃo͡i̯l po͡i̯ɽa ɟabo ga ami ɟani।
7381,Tangail,rec_20_audio_0.wav,কারণ তোমারে কইছিলাম সকাল বেলা বাবার সাথে সাথে ইট্টু ইট্টু উইঠা হাঁইটো।,karon t̪omare ko͡i̯cʰilam ʃɔkal bela babar ʃat̪ʰe ʃat̪ʰe ittu ittu u͡i̯tʰa hãito।,karon t̪omare ko͡i̯cʰilam ʃɔkal bela babar ʃat̪ʰe ʃat̪ʰe ittu ittu u͡i̯tʰa hãito।
7382,Tangail,rec_20_audio_0.wav,হাঁটো না কিছুনা।,hãto na kicʰuna।,hãto na kicʰuna।
7383,Tangail,rec_20_audio_1.wav,আমার আজকে এইযে আঁঠুর বেদনা বাইড়া গেছে।,amar aɟke e͡i̯ɟe ãtʰur bed̪ona ba͡i̯ɽa gecʰe।,amar aɟke e͡i̯ɟe ãtʰur bed̪ona ba͡i̯ɽa gecʰe।
7384,Tangail,rec_20_audio_1.wav,আরে আঁঠুর বেদনা।,are ãtʰur bed̪ona।,are ãtʰur bed̪ona।
7385,Tangail,rec_20_audio_1.wav,স্বাস্থ্য কমলে পারে আঁঠুর বেদনাও কইমা যাবো।,ʃast̪ʰo kɔmle pare ãtʰur bed̪ona͡o̯ ko͡i̯ma ɟabo।,ʃast̪ʰo kɔmle pare ãtʰur bed̪ona͡o̯ ko͡i̯ma ɟabo।
7386,Tangail,rec_20_audio_1.wav,এইযে আঁঠুর মদ্যে এই স্বাস্থ্যের কারণেই তো আঁঠুর ব্যাথা।,e͡i̯ɟe ãtʰur mod̪d̪e e͡i̯ ʃast̪ʰkr karone͡i̯ t̪o ãtʰur bæt̪ʰa।,e͡i̯ɟe ãtʰur mod̪d̪e e͡i̯ ʃast̪ʰkr karone͡i̯ t̪o ãtʰur bæt̪ʰa।
